kind,kwh_per_interval
discharge,16.697368464599776
discharge,21.94616428133139
discharge,168.3181780664396
discharge,428.47
discharge,454.13505
discharge,472.26531666666665
discharge,454.16833333333335
discharge,418.3726333333333
discharge,414.0822333333333
discharge,432.1383333333333
discharge,424.01411666666667
discharge,442.41246666666666
discharge,483.74666666666667
discharge,481.18446666666665
discharge,444.76593333333335
discharge,418.095
discharge,436.7405166666666
discharge,452.69785
discharge,449.9683333333333
discharge,455.06669999999997
discharge,454.01236666666665
charge,27.224051164982768
discharge,18.401857022072818
discharge,47.58328180696941
discharge,23.24383287163556
discharge,32.90705351624598
charge,2.0050527361076433
charge,788.4027174001476
charge,833.3333333333333
charge,93.78346244404656
charge,833.3333333333333
charge,833.3333333333333
charge,782.5362935893484
charge,749.0848137541445
charge,783.3866102898977
charge,772.8646585004558
charge,788.0761725033092
charge,815.3123708103863
charge,828.9583874255339
charge,814.0467924775749
charge,17.71147342750976
charge,24.341755324473297
charge,10.518052728911925
charge,23.708274350038096
charge,37.32522347027361
charge,16.33524921643982
charge,8.257026712210177
charge,37.64840181708223
charge,91.48063137518932
charge,52.365158294933394
charge,6.409733902655034
charge,8.163392958671807
charge,47.81246837814638
charge,43.37886161104768
charge,9.662289608058927
charge,33.223277024831305
charge,17.29727900544242
discharge,12.085717199583996
charge,7.42337823155799
charge,57.12072325948748
charge,42.65469944361314
discharge,8.296648373878611
discharge,15.683871372565704
charge,21.705725185412803
charge,38.23659546060071
charge,37.71921394690901
charge,33.23113530406772
charge,34.996675809836006
charge,8.0534845348094
discharge,23.37984431021289
discharge,13.474087252568324
charge,29.074633000682184
charge,92.18338349998987
charge,140.0631791246552
discharge,419.25248201329777
discharge,811.3899660412923
discharge,5.9877373685595785
discharge,28.907025696128017
discharge,23.472779432706034
charge,7.877998102993729
charge,44.832040573602285
charge,30.090492668892352
charge,7.452349781732892
charge,43.60335533020498
charge,774.9018002373168
charge,0.1656863642526787
discharge,772.46509331137
discharge,822.83135
discharge,758.8758666666665
discharge,692.5662499999999
discharge,640.1274999999999
discharge,586.0843
discharge,521.2029166666667
discharge,454.83883333333324
discharge,413.7835666666665
discharge,374.2825
discharge,288.97271666666666
discharge,231.40539999999987
discharge,222.3629166666667
discharge,210.75953333333337
discharge,192.0332833333332
discharge,165.07499999999982
discharge,126.6086499999999
charge,22.615060909323688
