soc_end_kwh
10009.193385912147
10021.817837941011
10048.520552888573
10082.479482002254
10113.221008656863
10165.929079672089
10236.53157543253
10278.09110414639
10286.801225407466
10309.886073446449
10317.145988344771
10370.368299375283
10478.503939266606
10533.24320770426
10530.198154606833
10530.415300305052
10537.410826226827
10569.980242809559
10615.449227256371
10643.728457100939
10659.899521081223
10674.765769852942
10650.63601384431
10641.327595796974
10680.417752884268
10707.396328232451
10724.314471794174
10749.64519565716
10785.760809872236
10800.0
10800.0
10800.0
10800.0
10800.0
10800.0
10209.798703703704
9642.039444444445
9047.387018518519
8454.769981481482
7894.192203703705
7316.910333333334
6704.154685185186
6090.775055555557
5519.04388888889
5021.367722222224
4588.674203703706
4169.058925925928
3767.768537037039
3434.520851851854
3209.825037037039
3065.611037037039
2969.7392777777795
2929.7735555555573
2860.380296296298
2732.406222222224
2681.4905370370393
2709.7149870370395
2765.2457370370394
2859.843042037039
3013.020567037039
3206.907942037039
3387.283812037039
3591.511977037039
3854.514852037039
4125.493812037039
4434.389472037039
4801.004472037039
5150.639592037039
5506.355652037038
5906.430402037038
6306.126792037038
6709.567392037038
7124.128017037038
7509.905652037039
7893.654192037038
8306.205942037039
8712.091182037038
9095.180127037038
9467.369127037038
9846.852942037038
10227.304932037037
10596.546057037038
10800.0
10800.0
10800.0
10800.0
10800.0
10800.0
10800.0
10800.0
10800.0
10768.412055555556
10696.196987630174
10660.069785309957
10628.888204107554
10634.622106865325
10635.268394804194
10627.174623071644
10605.33767234573
10596.955099264203
10581.215040256939
10534.521291807776
10514.953904716467
10493.381854947118
10457.322429256616
10438.769797629282
10414.385170650025
10227.364972798425
9751.287195020646
9246.692695020647
8721.953454279907
8217.321972798425
7752.463491316944
7292.372120946574
6812.218417242871
6341.091620946574
5849.522213539167
5312.0259172428705
4777.376509835463
4283.192139465093
3818.6421394650924
3333.3748987243516
2830.3772876132407
2330.412472798426
1824.7828061317591
1320.324620946574
1344.8262669950584
1324.3797591927553
1271.5094460739003
1245.6829651054163
1209.1195723095875
1210.9241197720844
1920.4865654322173
2670.4865654322175
2754.8916816318592
3504.8916816318592
4254.89168163186
4959.174345862273
5633.350678241003
6338.398627501911
7033.976820152321
7743.2453754052995
8477.026509134646
9223.089057817628
9955.731171047446
9971.671497132205
9993.579076924232
10003.045324380253
10024.382771295288
10057.975472418535
10072.67719671333
10080.108520754318
10113.992082389692
10196.324650627363
10243.453293092804
10249.222053605194
10256.569107267998
10299.60032880833
10338.641304258274
10347.337364905527
10377.238314227874
10392.805865332772
10379.377290666567
10386.05833107497
10437.46698200851
10475.85621150776
10466.637713314562
10449.211189567266
10468.746342234137
10503.159278148678
10537.106570700897
10567.014592474558
10598.51160070341
10605.75973678474
10579.782131995615
10564.810923937206
10590.97809363782
10673.94313878781
10800.0
10800.0
10334.163908874114
9432.619502161568
9425.966460640946
9393.847543200804
9367.766677164464
9374.856875457157
9415.2057119734
9442.287155375403
9448.994270178962
9488.237289976147
10185.648910189731
10185.798027917559
9327.503479793815
8413.24642423826
7570.051016830852
6800.532961275297
6089.280183497519
5438.075405719741
4858.961053867889
4353.584572386408
3893.8250538678894
3477.955609423445
3156.8748131271486
2899.757702016038
2652.6877946086306
2418.5105353493714
2205.1402205345566
2021.7235538678901
1881.0472760901125
1901.4008309085038
2591.6585701286135
3272.156357568818
3979.055261846487
4699.878794977232
5344.160732943814
5998.445171630194
6748.445171630194
7498.445171630194
8219.372139300383
8944.183427913491
9683.167515374837
10433.167515374837
10443.594491230248
10393.07245419321
10393.644071636762
10422.488821498144
10445.09437361446
10328.094206947793
10217.136799540385
10054.658947688533
9831.932781021866
9576.26935509594
9295.169521762606
8955.039021762606
9684.549876751069
10418.544382009386
10800.0
10800.0
10800.0
10800.0
10790.917521067537
10800.0
10800.0
10792.453712817254
10796.672501070494
10800.0
10800.0
10788.634561339111
10754.500719533436
10734.817476983711
10737.26295752954
10741.948773434779
10749.096618577001
10740.741877554032
10685.26281332463
10595.195233281724
10509.518283473913
9918.21950442974
9117.521356281592
8301.807134059369
7503.137097022332
6738.298208133443
5944.0693933186285
5138.719930355665
4355.036597022332
3561.3100970223322
2775.5589303556653
2009.20337480011
1214.6311340593693
1200.0
1217.8684707877753
1247.4615121745887
1257.2843794835244
1263.702221898089
1245.797030153536
1238.2709157633205
1924.7251183593364
2659.277173666157
2711.2650926480474
3449.0189759188384
4199.018975918838
4940.165504465836
5671.665079294851
6404.603719886439
7107.932525799487
7828.511824511406
8562.850849675613
9290.676359043571
10003.38666848086
10036.12676809649
10072.639074240453
10064.98958055578
10069.681919441424
10092.833176107692
10114.010156831228
10162.052142422817
10200.505218296597
10225.815987750799
10260.097538499926
10300.155974795036
10312.475528451234
10313.08549136572
10297.41146209515
10286.447632126012
10320.798155154469
10373.563473945915
10420.850862127443
10412.213065213426
10380.41061361374
10360.471993296507
10369.706996126915
10379.789751771023
10379.183377134243
10365.026100975574
10344.494039786447
10312.86689335314
10334.875370786604
10364.94826094357
10379.782205271686
10407.386521029588
10452.781901460947
10518.81477474824
10800.0
10800.0
10252.689912502306
9347.893798850277
9318.094803524322
9259.568017746622
9228.283893454607
9216.856628817934
9206.441927606895
9200.528060815466
9189.786316838306
9200.306991854193
9853.069670366933
9806.474824261397
8986.960472409544
8212.671990928064
7496.41328722436
6792.034120557693
6144.433342779916
5576.132546483619
5043.334861298434
4470.0788983354705
3930.6168983354705
3496.277083520656
3095.50528722436
2744.1092316688046
2481.01015759473
2263.208713150286
2041.9871946317674
1791.489972409545
1527.7379538910266
1472.1344708235404
2214.7964755089724
2964.7964755089724
3675.600132215039
4326.243284515409
5016.294063912085
5750.109641782398
6500.109641782398
7250.109641782398
7997.724019124566
8709.019491227276
9382.865481769502
10046.324215137725
10045.627295253937
10023.069454745219
9976.340126545809
9924.043488464902
9919.23479795084
9773.051223876766
9557.320205358248
9343.845742395286
9140.900038691581
8907.526427580471
8613.20170535825
8232.544372024917
8945.607412015757
9628.13716476099
10310.517919583628
10539.181135024764
10571.336044523094
10594.797258418179
10616.062201678335
10622.216281385874
10626.379242691837
10600.723943165445
10561.766322588644
10519.663399741354
10509.153471617423
10479.707557581794
10425.766989963542
10405.969757120776
10431.57960005214
10432.292334597414
10375.722191406581
10347.420421517374
10314.180891595615
10255.249304363564
10212.525926120787
9899.200829747566
9131.656385303122
8339.805051969788
7522.933589006825
6702.805811229047
5899.857551969788
5105.142163080899
4307.555126043862
3516.8284778957145
2720.8416630808997
1910.1731445623814
1200.0
1200.0
1207.48887795942
1223.2822772199063
1230.4786677786228
1247.3756972742378
1226.0874423929406
1214.2090371455397
1914.0247772108057
2664.024777210806
2721.710263353157
3425.3477453474725
4129.21811588124
4842.771691884945
5553.352521719753
6239.246803553596
6930.399777057212
7680.399777057212
8430.399777057213
9154.676923080167
9860.360863480902
9904.027185625777
9942.868678246638
9929.939906702104
9950.784483916486
9998.475007797479
10033.45458270578
10056.71057390903
10090.228842158644
10151.503468320918
10175.147394002655
10194.501552675862
10242.84560429546
10271.601927096008
10264.526106461459
10275.355540739158
10290.754502006228
10317.578263869058
10347.925584345867
10387.568824898723
10445.29492365563
10489.323362694638
10508.961777202345
10526.846144801344
10578.927067453425
10647.898464668346
10705.527335233819
10731.499672937522
10737.38337477133
10745.471042757335
10776.031043073162
10800.0
10800.0
10800.0
10800.0
10800.0
10717.567921643671
9791.641995717746
9724.665448655473
9672.69073799419
9667.155943031536
9680.548337690827
9682.534146128362
9643.296599654435
9584.614728057744
9574.309671573428
10216.604072879345
10145.898512550775
9256.033687250616
8388.682816880246
7594.045002065432
6843.707039102469
6172.363076139506
5533.011113176543
4897.960187250617
4341.91440947284
3825.6154650283956
3305.609446509877
2853.2157057691365
2472.38353910247
2132.3173353987663
1838.2009835469146
1593.9033724358037
1385.4306872506186
1200.0
1200.0
1941.1295334760835
2635.117302128227
3289.684232968927
3954.8830211489467
4661.062017848563
5349.592060847327
6051.717231485237
6788.610593303337
7538.610593303337
8268.809471734421
9013.580769241958
9729.61490918669
9679.256978476393
9604.246390331395
9503.839347839143
9374.485748476473
9287.625149519932
9068.586038408821
8821.7013161866
8559.283279149562
8246.32029766808
7861.824464334747
7453.382853223636
7013.73266803845
7714.2504342943075
8353.612550264419
8985.647073722852
9694.703936794995
9741.35252514528
9779.24481875141
9744.203526927406
9678.08371788053
9631.141279616559
9603.116045764018
9552.93448964451
9496.658592130154
9455.947278438865
9423.228421537868
9382.364884894849
9366.284769851947
9380.40550797136
9361.993748445057
9324.995714503473
9316.47996544742
9324.26074731972
9278.924696891718
9242.339807829301
9215.952023077705
8441.559430485113
7659.653393448076
6866.2300230777055
6076.607800855483
5302.170986040668
4497.307300855483
3657.32396752215
2875.2555786332614
2720.8293498045155
1950.810831285997
1200.0
1200.0
1200.0
1219.6150470411465
1231.9671441537398
