date,plan_total_kwh,plan_cost_yuan_template,final_contract_total_kwh,adjust_cost_yuan_template,emergency_kwh,emergency_cost_yuan,total_cost_yuan,curtail_kwh,adjust_up_kwh,adjust_down_kwh,soc_start_kwh,soc_end_kwh,plan_cost_yuan_natural,adjust_cost_yuan_natural
2025-02-22,33904.52719581726,17375.24107549881,35133.25163423276,1665.6173354200403,0.0,0.0,18980.971208535815,3368.4857024127114,1228.724438415499,0.0,9191.788552383165,9310.401559390608,17315.353873115775,1665.6173354200405
2025-02-23,74194.71171456714,45442.18102513632,75672.15716368989,2107.457229200015,0.0,0.0,47541.241850733786,115.4101421465527,1537.4843315162088,60.03888239345872,9310.401559390608,9011.112568106271,45433.78462153377,2107.4572292000153
2025-02-24,73419.10217244548,45039.26790627989,73438.10663938304,539.5086092109351,21.81741311444364,102.192763028054,45675.73856519641,1035.5642040155508,244.96364040135495,225.9591734637903,9011.112568106271,9107.15698594159,45034.03719295742,539.5086092109351
2025-02-25,73851.52243026374,44029.00842631197,71451.894366803,947.7818016294157,24.519661629378106,111.55220058285569,45104.79661776965,1711.9973358488955,180.43411142848367,2580.0621748892386,9107.15698594159,9075.92491951151,44045.46261555738,947.7818016294157
2025-02-26,70782.58633070567,43309.510224713275,73529.89070435616,2803.641829230834,0.0,0.0,46107.64179188809,166.15694632685,2747.304373650493,0.0,9075.92491951151,9397.115644719262,43303.99996265726,2803.6418292308335
2025-02-27,70622.57852817231,43268.87281241719,71094.73122583723,950.4810735940986,674.5905573726111,3259.447537115497,47540.93908967831,728.2528145399696,562.4460157546575,90.2933180897295,9397.115644719262,9161.995925204139,43331.01047896871,950.4810735940985
2025-02-28,33869.00797113583,17458.427042613213,33965.81072319615,100.17632796962837,0.0,0.0,17554.92940722619,6709.7889357350205,96.80275206032601,0.0,9161.995925204139,9332.880092301484,17454.753079256563,100.17632796962837
2025-03-01,34047.83153548157,17059.403006418463,33512.2402034023,413.3056664475893,301.92352529492064,1683.8948643993633,19097.65116163645,6835.688287988492,70.34587545110838,605.5238572857306,9332.880092301484,9059.03482450108,17000.539005071805,413.2172921652836
2025-03-02,74342.37573451828,45532.91372984039,76834.13989500632,3941.68085807224,392.0173581079986,2374.869141523996,51847.01912364038,753.3944814456202,2491.7641604880323,0.41335024464797243,9059.03482450108,9017.780051362284,45530.38074976183,3941.7692323545457
2025-03-03,75053.65000328422,45626.89696898934,76617.56705107584,3786.1779107923694,377.9972620932217,2006.2878270350102,51416.55663438344,686.9375243817288,2022.5879106537993,458.67086286218114,9017.780051362284,9021.530355420055,45624.09089655606,3786.177910792369
2025-03-04,71877.54735761568,43680.99197780774,72969.08391963164,2628.208118273685,130.8521664056312,623.1273077130837,46947.47270483054,68.42718401371485,1569.9712858948967,478.43472387893803,9021.530355420055,8880.401288600278,43696.13727884377,2628.208118273685
2025-03-05,73547.37012783278,42426.769928003356,70566.40804865002,3581.4283451785377,112.52318085148431,764.8140740043405,46765.373353514384,529.39004502127,1198.3275858181498,4179.289665000909,8880.401288600278,9036.079808377128,42419.13093433151,3581.4283451785377
2025-03-06,70416.94637414184,42288.78707367484,69841.83005758669,1525.477093247715,93.78290488006886,545.3767655201517,44425.56185853236,168.3184495680913,624.4465269851321,1199.562843540285,9036.079808377128,8837.285145838952,42354.7079997645,1525.4770932477147
2025-03-07,33178.35531924499,16615.17164390215,32797.68086795352,285.66702871221355,204.5877137042453,1006.5651284717914,17897.65528293148,8304.328140743226,52.02452352503758,432.6989748165073,8837.285145838952,9030.829356321043,16605.423125747475,285.66702871221355
2025-03-08,31800.22528563371,16254.597352642719,32285.760318031847,640.2053235045785,0.0,0.0,16842.56637697212,9236.546757695054,485.5350323981404,0.0,9030.829356321043,9249.304215014366,16202.361053467543,640.2053235045785
2025-03-09,69275.90411375859,40690.080618547174,67818.59482448816,2116.0294059109237,0.0,0.0,42803.3326557297,596.7691373547297,1137.4923337374282,2594.8016230078533,9249.304215014366,9046.070466380315,40687.303249818775,2116.0294059109237
2025-03-10,67746.90003583711,40912.30387171358,72007.73825082243,5075.281107469758,0.0,0.0,45985.94374027418,0.0,4260.838214985326,0.0,9046.070466380315,9012.562835389836,40910.66263280442,5075.281107469758
2025-03-11,65120.03284478513,39497.69804834661,68710.023183281,4194.496033973406,0.0,0.0,43698.65579688056,646.5513943691285,3589.990338495866,0.0,9012.562835389836,9176.44764955707,39504.159762907155,4194.496033973406
