annex1_min,annex1_max,annex1_mean,delivery_min,delivery_max,delivery_mean,fullyear_min,fullyear_max,fullyear_mean,daily_mean_min,daily_mean_max,per_slot_mean_max_abs_diff_annex1_vs_annex4,per_slot_mean_mean_abs_diff_annex1_vs_annex4,delivery_days,fullyear_days
0.3713,1.3952,0.7661972222222223,0.0076,1.7936,0.7575275199600799,0.0076,1.7936,0.7661976046423135,0.5378048611111111,0.9289923611111112,5.150684931509719e-05,2.553462709285478e-05,334,365
