variant,date,plan_total_kwh,plan_cost_yuan_template,final_contract_total_kwh,adjust_cost_yuan_template,emergency_kwh,emergency_cost_yuan,total_cost_yuan,curtail_kwh,adjust_up_kwh,adjust_down_kwh,soc_start_kwh,soc_end_kwh,natural_day_plan_cost_yuan,natural_day_adjust_cost_yuan
2,2025-03-26,62637.380354889916,38497.36468313444,62637.380354889916,0.0,38.83214633332916,192.58933337414598,38694.56663692525,2640.1622185730484,0.0,0.0,1297.0316541666664,1699.4575597222208,38501.9773035511,0.0
2,2025-03-27,63603.66055955144,38931.03665810828,63603.66055955144,0.0,140.84966841666414,718.5399775468205,39750.637459405094,1327.5644500000003,0.0,0.0,1699.4575597222208,1491.1620633333375,39032.097481858276,0.0
2,2025-03-28,28268.666639045532,11422.53936471441,28268.666639045532,0.0,391.8143829166655,1204.6709537139545,12626.075450511697,14794.996915428252,0.0,0.0,1491.1620633333375,1797.6448046296277,11421.404496797742,0.0
2,2025-03-29,28126.562786390947,11348.048898293582,28126.562786390947,0.0,51.066710747497154,204.54514325610617,11439.576085049688,18110.193123630794,0.0,0.0,1797.6448046296277,1395.8528332958974,11235.030941793582,0.0
2,2025-03-30,62165.853342062175,37489.32779288656,62165.853342062175,0.0,0.0,0.0,37493.74080438656,2535.201241065896,0.0,0.0,1395.8528332958974,1831.8983571657402,37493.74080438656,0.0
2,2025-03-31,60769.20837166255,37161.351404181514,60769.20837166255,0.0,69.4956974999997,431.72474076374834,37566.31891536193,576.3978155349806,0.0,0.0,1831.8983571657402,1454.3344281481482,37134.59417459818,0.0
2,2025-04-01,61144.68308890843,38120.6622062205,61144.68308890843,0.0,2273.6978330353068,14420.64912362818,52536.673410348674,0.0,0.0,0.0,1454.3344281481482,1448.7499426175918,38116.024286720494,0.0
2,2025-04-02,58443.80043032614,35915.39876762562,58443.80043032614,0.0,5098.552648673325,30987.45207342768,66945.77716113663,0.0,0.0,0.0,1448.7499426175918,1338.4165050000001,35958.32508770895,0.0
2,2025-04-03,61002.84329836043,37709.66830643273,61002.84329836043,0.0,274.3727534999957,1450.6042877605605,39255.899758193285,1192.5138770641256,0.0,0.0,1338.4165050000001,1538.4250472222216,37805.29547043273,0.0
2,2025-04-04,27455.32803383437,10795.610156860155,27455.32803383437,0.0,29.50273091666543,92.3878018655378,10880.248429085717,18211.660698884163,0.0,0.0,1538.4250472222216,1738.417956517598,10787.86062722018,0.0
2,2025-04-05,27529.434680618302,11049.168175887171,27529.434680618302,0.0,0.0,0.0,10942.875233693812,13230.275167489712,0.0,0.0,1738.417956517598,1334.6651687120361,10942.875233693812,0.0
2,2025-04-06,60626.35703871555,36848.41477050423,60626.35703871555,0.0,0.0,0.0,36868.952802837564,2199.8223841575846,0.0,0.0,1334.6651687120361,1451.413718461754,36868.952802837564,0.0
2,2025-04-07,59257.807592498255,35812.71532064733,59257.807592498255,0.0,0.0,0.0,35793.726033444196,2259.7220402848134,0.0,0.0,1451.413718461754,1450.2332491999994,35793.726033444196,0.0
2,2025-04-08,61420.534086654705,36799.68856554063,61420.534086654705,0.0,301.8753862500034,1551.7044607738158,38333.67553067167,3639.908919000006,0.0,0.0,1450.2332491999994,1200.0,36781.97106989786,0.0
2,2025-04-09,59504.74794997364,35793.16438511064,59504.74794997364,0.0,3191.4972248763374,20147.16567022336,55967.121985187405,143.49251666666737,0.0,0.0,1200.0,1200.0,35819.956314964045,0.0
2,2025-04-10,59386.007014664174,35963.08722264129,59386.007014664174,0.0,0.0,0.0,36079.70994963378,474.42544216255345,0.0,0.0,1200.0,1572.29931638889,36079.70994963378,0.0
2,2025-04-11,27105.6560078786,10729.968815116014,27105.6560078786,0.0,0.0,0.0,10721.766743116013,19368.248511459125,0.0,0.0,1572.29931638889,1359.0951423030153,10721.766743116013,0.0
2,2025-04-12,27614.52226469315,10704.989480808468,27614.52226469315,0.0,0.0,0.0,10559.911210808468,15623.282204218103,0.0,0.0,1359.0951423030153,1798.5175018575683,10559.911210808468,0.0
2,2025-04-13,57160.81634814234,34689.43648358906,57160.81634814234,0.0,1004.3747616505054,6397.765827323171,41110.0678735789,479.0565467078206,0.0,0.0,1798.5175018575683,1441.6018780555555,34712.302046255725,0.0
2,2025-04-14,56827.67752864864,34299.672384329184,56827.67752864864,0.0,269.3502597500018,1367.184925356009,35663.98244901852,619.4536390984541,0.0,0.0,1441.6018780555555,1468.8914997521604,34296.79752366251,0.0
2,2025-04-15,60291.79373440602,35850.805795073415,60291.79373440602,0.0,0.0,0.0,35877.699311406745,6246.759478609045,0.0,0.0,1468.8914997521604,1769.9545206481512,35877.699311406745,0.0
2,2025-04-16,59397.01575532099,36026.620523087,59397.01575532099,0.0,0.0,0.0,36000.316270420335,239.53372273268667,0.0,0.0,1769.9545206481512,1534.156513796295,36000.316270420335,0.0
2,2025-04-17,58381.493250925916,35233.95831473753,58381.493250925916,0.0,0.0,0.0,35369.47399198753,1554.9314941357961,0.0,0.0,1534.156513796295,1825.2032601851843,35369.47399198753,0.0
2,2025-04-18,26215.74014647634,10272.32797041988,26215.74014647634,0.0,0.0,0.0,10257.51024416988,17212.702941769545,0.0,0.0,1825.2032601851843,1943.1098178537059,10257.51024416988,0.0
2,2025-04-19,26010.826676213914,10250.645384538122,26010.826676213914,0.0,0.0,0.0,10163.390711871456,16757.52985836001,0.0,0.0,1943.1098178537059,1949.4893022462259,10163.390711871456,0.0
2,2025-04-20,55643.378151355006,33561.41700002908,55643.378151355006,0.0,0.0,0.0,33527.21719352908,11.859524999999849,0.0,0.0,1949.4893022462259,1848.342635542591,33527.21719352908,0.0
2,2025-04-21,55481.35438505246,33038.180039202955,55481.35438505246,0.0,0.0,0.0,33068.32816386962,3583.108571405542,0.0,0.0,1848.342635542591,1472.5491520715836,33068.32816386962,0.0
2,2025-04-22,57281.950674487336,34526.977523029826,57281.950674487336,0.0,0.0,0.0,34503.99824086316,1108.8536829564414,0.0,0.0,1472.5491520715836,1784.8889617925915,34503.99824086316,0.0
2,2025-04-23,58411.00625036565,35409.69882012905,58411.00625036565,0.0,0.0,0.0,35410.27733312905,3319.202855296445,0.0,0.0,1784.8889617925915,1902.757667940064,35410.27733312905,0.0
2,2025-04-24,55564.68614954087,33624.82531930014,55564.68614954087,0.0,0.0,0.0,33749.30358563347,5234.348545810701,0.0,0.0,1902.757667940064,1632.6277082435204,33749.30358563347,0.0
2,2025-04-25,25277.145900105963,9553.67602460879,25277.145900105963,0.0,0.0,0.0,9569.08115277546,21007.569361419748,0.0,0.0,1632.6277082435204,1421.711090383333,9569.08115277546,0.0
2,2025-04-26,25433.209395474725,9820.117950826152,25433.209395474725,0.0,10.369093333332223,35.218625506662896,9709.148661332816,23115.757887860083,0.0,0.0,1421.711090383333,1241.8848576531782,9673.930035826153,0.0
2,2025-04-27,54505.21499579288,32291.214073473915,54505.21499579288,0.0,414.1636732304523,2645.1788882756746,34931.03182424959,2500.4273113386007,0.0,0.0,1241.8848576531782,1320.1508350925924,32285.85293597392,0.0
2,2025-04-28,53555.53889151159,32168.21286687707,53555.53889151159,0.0,5930.772415129401,37411.196414258535,69584.6486493856,32.03231666666636,0.0,0.0,1320.1508350925924,1378.5244833493275,32173.45223512707,0.0
2,2025-04-29,54023.296595514126,32186.674260135813,54023.296595514126,0.0,231.1527971666614,1529.7692116489652,33747.060297284785,3243.3202742798385,0.0,0.0,1378.5244833493275,1441.8937210277777,32217.291085635818,0.0
2,2025-04-30,56772.1260236039,33122.40056141446,56772.1260236039,0.0,0.0,0.0,33094.56950583113,5042.3236469135845,0.0,0.0,1441.8937210277777,1560.2727162990707,33094.56950583113,0.0
2,2025-05-01,53183.81792303601,32833.76310657445,53183.81792303601,0.0,2612.0859090833337,13420.242487103333,46390.781877677786,1310.9296869340412,0.0,0.0,1560.2727162990707,1200.0,32970.53939057445,0.0
2,2025-05-02,24807.12193394753,9931.194366998066,24807.12193394753,0.0,3779.2053262654385,16893.62404201546,26799.25531234686,11872.839683333332,0.0,0.0,1200.0,1200.0,9905.6312703314,0.0
2,2025-05-03,25988.068957166663,10293.190026788643,25988.068957166663,0.0,2314.5862754166656,11000.29278841706,21175.636541372372,16420.56793333333,0.0,0.0,1200.0,1634.6611942592601,10175.343752955312,0.0
2,2025-05-04,54302.86986427057,34356.530736232984,54302.86986427057,0.0,707.6374061666633,4164.762441149144,38502.53491738212,0.0,0.0,0.0,1634.6611942592601,1420.4617612037036,34337.77247623298,0.0
2,2025-05-05,57307.84042604732,35515.69213162116,57307.84042604732,0.0,2419.585115812496,14449.413960594853,49979.72894388268,935.5886333333331,0.0,0.0,1420.4617612037036,1474.840381388889,35530.314983287826,0.0
2,2025-05-06,54866.663516597735,35181.643171118456,54866.663516597735,0.0,1911.4461192499962,10428.659299144223,45574.79995167934,421.9934405000075,0.0,0.0,1474.840381388889,1334.285774907408,35146.14065253512,0.0
2,2025-05-07,60164.99127204732,37450.20421954905,60164.99127204732,0.0,667.8784183333324,4552.649571974494,42030.34281469021,1716.3734907905332,0.0,0.0,1334.285774907408,1433.612194629629,37477.693242715715,0.0
2,2025-05-08,57718.35547136454,36814.97989399423,57718.35547136454,0.0,1505.9865060583359,9835.991465704901,46772.423808032465,63.871791666666354,0.0,0.0,1433.612194629629,1405.6537061336508,36936.432342327564,0.0
2,2025-05-09,28748.151128801706,12446.131175060455,28748.151128801706,0.0,0.0,0.0,12455.867627060456,16790.10330312613,0.0,0.0,1405.6537061336508,2296.4362032258864,12455.867627060456,0.0
2,2025-05-10,27422.9353525556,11957.773719650804,27422.9353525556,0.0,0.0,0.0,11826.063519734136,13751.895486221532,0.0,0.0,2296.4362032258864,1514.6022050628726,11826.063519734136,0.0
2,2025-05-11,57585.59004299187,36487.36440761852,57585.59004299187,0.0,1057.412500505824,7226.62409131526,43695.11146560044,0.8789333333332365,0.0,0.0,1514.6022050628726,1333.5736378955198,36468.487374285185,0.0
2,2025-05-12,60334.149852805574,37794.21433303977,60334.149852805574,0.0,0.0,0.0,37829.16790070643,4503.3394279835375,0.0,0.0,1333.5736378955198,2056.360709996645,37829.16790070643,0.0
2,2025-05-13,57247.96003709891,36091.00130341295,57247.96003709891,0.0,0.0,0.0,36067.77880874629,561.790549146479,0.0,0.0,2056.360709996645,2003.7718970166677,36067.77880874629,0.0
2,2025-05-14,60146.9247313098,36831.193179979775,60146.9247313098,0.0,0.0,0.0,36823.905344479776,3720.9502428044952,0.0,0.0,2003.7718970166677,1937.6703768851858,36823.905344479776,0.0
2,2025-05-15,59042.70764141175,37201.692140316285,59042.70764141175,0.0,0.0,0.0,37305.365942399614,1568.5581697530802,0.0,0.0,1937.6703768851858,3091.198682459407,37305.365942399614,0.0
2,2025-05-16,27034.231067869863,11885.146955634558,27034.231067869863,0.0,0.0,0.0,11913.22182721789,22793.74788467078,0.0,0.0,3091.198682459407,2422.19020525,11913.22182721789,0.0
2,2025-05-17,27538.81540123971,12117.58305041368,27538.81540123971,0.0,0.0,0.0,11990.536825747013,14941.386098954303,0.0,0.0,2422.19020525,2257.9181714583333,11990.536825747013,0.0
2,2025-05-18,58470.05831624898,36681.64248067925,58470.05831624898,0.0,0.0,0.0,36673.14467267428,878.0654780864263,0.0,0.0,2257.9181714583333,2624.0627120953714,36673.14467267428,0.0
2,2025-05-19,59043.514190353046,36461.367897365446,59043.514190353046,0.0,32.30833333333351,225.46370416666787,36700.4748833612,8365.437696092584,0.0,0.0,2624.0627120953714,2587.074177935183,36475.01117919454,0.0
2,2025-05-20,57127.393407302196,35581.63922784614,57127.393407302196,0.0,0.0,0.0,35601.47060077202,26.258750000000077,0.0,0.0,2587.074177935183,1777.4699384095757,35601.47060077202,0.0
2,2025-05-21,59185.75801327278,36857.15171407297,59185.75801327278,0.0,0.0,0.0,36830.79577668445,4643.445447801439,0.0,0.0,1777.4699384095757,1603.7944130287053,36830.79577668445,0.0
2,2025-05-22,59049.51174869596,36965.20410599684,59049.51174869596,0.0,0.0,0.0,37086.7700059687,3026.3761684956653,0.0,0.0,1603.7944130287053,3391.189064770533,37086.7700059687,0.0
2,2025-05-23,26262.581025134503,11627.773762385343,26262.581025134503,0.0,0.0,0.0,11641.87519763131,17746.668429973248,0.0,0.0,3391.189064770533,3171.221537222226,11641.87519763131,0.0
2,2025-05-24,26702.96104804938,12162.723897234622,26702.96104804938,0.0,0.0,0.0,12052.082325655323,20456.72559818313,0.0,0.0,3171.221537222226,3259.300440370369,12052.082325655323,0.0
2,2025-05-25,57747.81088308332,36480.381008890356,57747.81088308332,0.0,0.0,0.0,36473.51884239036,6214.98030770284,0.0,0.0,3259.300440370369,3147.62891781845,36473.51884239036,0.0
2,2025-05-26,57239.25160420065,36096.1897854765,57239.25160420065,0.0,0.0,0.0,36060.53126364316,128.64435000000003,0.0,0.0,3147.62891781845,2370.0324783508877,36060.53126364316,0.0
2,2025-05-27,56619.60926070447,35477.97730522239,56619.60926070447,0.0,0.0,0.0,35538.59249105572,3742.516147055255,0.0,0.0,2370.0324783508877,2631.4849251280316,35538.59249105572,0.0
2,2025-05-28,56884.15974258099,35921.01480487765,56884.15974258099,0.0,0.0,0.0,35858.594850377645,859.0417177304494,0.0,0.0,2631.4849251280316,2870.036941289819,35858.594850377645,0.0
2,2025-05-29,56718.94397061008,36064.62850817932,56718.94397061008,0.0,299.95063533333155,1516.611295557324,37727.65904498664,194.44624166666705,0.0,0.0,2870.036941289819,2214.601585757413,36211.047749429315,0.0
2,2025-05-30,26482.854853923647,11547.549657776486,26482.854853923647,0.0,0.0,0.0,11543.304457359818,17579.36686056739,0.0,0.0,2214.601585757413,2162.1221404928197,11543.304457359818,0.0
2,2025-05-31,26829.089154826474,11490.803206922948,26829.089154826474,0.0,425.92748816666716,1320.7512657329182,12649.829628322535,15807.788714274688,0.0,0.0,2162.1221404928197,3000.709012256479,11329.078362589617,0.0
2,2025-06-01,55864.87805965179,38104.035529606874,55864.87805965179,0.0,15465.260851942483,93694.50943906835,131820.35918775856,0.0,0.0,0.0,3000.709012256479,1200.0,38125.849748690205,0.0
2,2025-06-02,57891.42215443195,38861.24564062571,57891.42215443195,0.0,13424.475238925037,83574.22488711993,122485.7481596623,4.329566666666665,0.0,0.0,1200.0,1200.0,38911.52327254237,0.0
2,2025-06-03,58172.97191072392,39039.427322528805,58172.97191072392,0.0,12457.008075141668,77760.78758049197,116759.00386852078,0.0,0.0,0.0,1200.0,1200.0,38998.2162880288,0.0
2,2025-06-04,60568.06335363593,41082.98336456757,60568.06335363593,0.0,11578.299601483855,75234.0718659462,116231.01976926377,0.0,0.0,0.0,1200.0,1239.9326925,40996.94790331757,0.0
2,2025-06-05,73893.30003237346,50825.103982486384,73893.30003237346,0.0,1347.4230901249982,8919.542747411064,59893.32717264745,22.942133333333175,0.0,0.0,1239.9326925,1258.9944254629634,50973.78442523639,0.0
2,2025-06-06,33557.449464360085,16906.744253528526,33557.449464360085,0.0,2004.8941819999982,10982.536733118573,27920.157544480433,2166.419333333336,0.0,0.0,1258.9944254629634,1241.0080657716055,16937.62081136186,0.0
2,2025-06-07,33875.94644098148,17058.202750772958,33875.94644098148,0.0,865.8886667414129,4793.829687320098,21701.909373009723,720.4783666666611,0.0,0.0,1241.0080657716055,1609.700590092592,16908.079685689627,0.0
2,2025-06-08,78657.5353905857,53549.82011875929,78657.5353905857,0.0,0.0,0.0,53515.4394521343,9236.715273719712,0.0,0.0,1609.700590092592,2444.5134724799973,53515.4394521343,0.0
2,2025-06-09,76418.17720958966,52995.50251026851,76418.17720958966,0.0,0.0,0.0,53051.32241289351,1649.3565488483187,0.0,0.0,2444.5134724799973,2235.71631029578,53051.32241289351,0.0
2,2025-06-10,77256.3018377629,53470.27251973,77256.3018377629,0.0,0.0,0.0,53468.05612498,1511.7186383369312,0.0,0.0,2235.71631029578,2394.0307859490727,53468.05612498,0.0
2,2025-06-11,76798.07168135257,52542.42892216705,76798.07168135257,0.0,3438.7075712916694,21985.210093175574,74459.20459075928,769.9012601080245,0.0,0.0,2394.0307859490727,1687.8432807358795,52473.99449758371,0.0
2,2025-06-12,77381.52269836779,52895.39750020238,77381.52269836779,0.0,178.86147158333821,1137.8434345007845,54226.70004005733,894.865717618315,0.0,0.0,1687.8432807358795,1548.8872161557867,53088.856605556546,0.0
2,2025-06-13,41998.815886651486,21986.05740182641,41998.815886651486,0.0,0.0,0.0,21969.610182972247,8927.228209134779,0.0,0.0,1548.8872161557867,3955.646223956941,21969.610182972247,0.0
2,2025-06-14,39049.815300149814,21231.155441624534,39049.815300149814,0.0,0.0,0.0,21080.187637207862,11302.63048452249,0.0,0.0,3955.646223956941,3374.2759630909736,21080.187637207862,0.0
2,2025-06-15,77655.97381178905,53955.22230408758,77655.97381178905,0.0,0.0,0.0,53961.777692879245,3698.312568341973,0.0,0.0,3374.2759630909736,2802.9233307350287,53961.777692879245,0.0
2,2025-06-16,80014.60263349343,56208.03005888344,80014.60263349343,0.0,0.0,0.0,56193.85807221678,3393.648047556591,0.0,0.0,2802.9233307350287,2727.0095459990866,56193.85807221678,0.0
2,2025-06-17,80269.24162163495,56084.902698068916,80269.24162163495,0.0,0.0,0.0,56096.15061611058,2085.571059927984,0.0,0.0,2727.0095459990866,2211.091519589332,56096.15061611058,0.0
2,2025-06-18,81599.33337857033,56860.46207181009,81599.33337857033,0.0,0.0,0.0,56874.50238395593,6824.122650406511,0.0,0.0,2211.091519589332,2563.747270662872,56874.50238395593,0.0
2,2025-06-19,81871.86250290234,56478.1784169267,81871.86250290234,0.0,16.611458333333076,113.14894843749825,56681.1248950517,9555.2739160414,0.0,0.0,2563.747270662872,3099.443206342592,56567.9759466142,0.0
2,2025-06-20,45223.88734744029,23779.011724551303,45223.88734744029,0.0,0.0,0.0,23814.83400998881,19150.98323256389,0.0,0.0,3099.443206342592,4747.883936370244,23814.83400998881,0.0
2,2025-06-21,42982.90995662431,22635.73742460856,42982.90995662431,0.0,0.0,0.0,22501.668164004393,21369.322270657423,0.0,0.0,4747.883936370244,4905.946653000622,22501.668164004393,0.0
2,2025-06-22,76971.5866110137,53553.07011297485,76971.5866110137,0.0,0.0,0.0,53558.54449120401,8375.304332539603,0.0,0.0,4905.946653000622,2865.422069825384,53558.54449120401,0.0
2,2025-06-23,81006.9844437194,55528.99108140973,81006.9844437194,0.0,0.0,0.0,55549.08192538889,10829.881979578186,0.0,0.0,2865.422069825384,2494.4694983122736,55549.08192538889,0.0
2,2025-06-24,80814.80617777674,56714.473637958516,80814.80617777674,0.0,882.616619604165,4772.213123576481,61466.845877055835,957.8183787808541,0.0,0.0,2494.4694983122736,2624.7434682175926,56694.63275347935,0.0
2,2025-06-25,78172.50669772684,53284.93808955398,78172.50669772684,0.0,9.024010416666783,62.91540062500082,53365.02786961648,3642.4624675154346,0.0,0.0,2624.7434682175926,2644.902688310189,53302.11246899148,0.0
2,2025-06-26,77201.24824297903,51682.35702145379,77201.24824297903,0.0,21.24271041666657,148.84995840312433,51920.79307137775,6104.977957116769,0.0,0.0,2644.902688310189,2324.1018387935173,51771.94311297463,0.0
2,2025-06-27,40198.56694943724,20894.125928921076,40198.56694943724,0.0,0.0,0.0,20942.123199566908,16117.540323894033,0.0,0.0,2324.1018387935173,4342.515725879059,20942.123199566908,0.0
2,2025-06-28,34797.31156147545,18219.87545204284,34797.31156147545,0.0,0.0,0.0,18142.93250725117,11561.792638518084,0.0,0.0,4342.515725879059,3708.644666875003,18142.93250725117,0.0
2,2025-06-29,71573.59227342876,49036.97988277112,71573.59227342876,0.0,708.0671423958371,3813.182358678514,52808.662236574644,1079.1508119598816,0.0,0.0,3708.644666875003,1693.6671087439981,48995.47987789613,0.0
2,2025-06-30,74823.33164727961,49975.53142160439,74823.33164727961,0.0,229.29456679166253,1234.1626240274163,51153.33436288181,1004.4250611111122,0.0,0.0,1693.6671087439981,1826.4220961342535,49919.17173885439,0.0
2,2025-07-01,77163.81334038812,56498.97317806608,77163.81334038812,0.0,5672.1313692323965,32057.587681136312,88569.37362076489,716.0318845071932,0.0,0.0,1826.4220961342535,1200.0,56511.78593962858,0.0
2,2025-07-02,76448.79536889732,55162.32834431367,76448.79536889732,0.0,5541.519502094582,30656.94398002783,85798.71642586232,5649.354145880017,0.0,0.0,1200.0,1200.0,55141.7724458345,0.0
2,2025-07-03,76202.57951564505,56880.07757053538,76202.57951564505,0.0,7375.685822019489,47725.353883286494,104650.85627565521,0.0,0.0,0.0,1200.0,1286.4414412499998,56925.50239236872,0.0
2,2025-07-04,47223.170942304,28479.620290959927,47223.170942304,0.0,0.0,0.0,28491.09612220993,14024.114989274683,0.0,0.0,1286.4414412499998,3149.378004837961,28491.09612220993,0.0
2,2025-07-05,46169.66229807225,27711.921610372683,46169.66229807225,0.0,0.0,0.0,27646.75514758101,14704.334858463202,0.0,0.0,3149.378004837961,3594.603969791672,27646.75514758101,0.0
2,2025-07-06,77000.37574066356,58167.15850131391,77000.37574066356,0.0,4901.327705229169,40427.25929420498,98618.02874656055,726.531554166667,0.0,0.0,3594.603969791672,1462.5905031250002,58190.76945235557,0.0
2,2025-07-07,80402.04941107063,60269.86558629153,80402.04941107063,0.0,57.22836079166722,183.3304129962511,60368.46761362112,3043.0997464506117,0.0,0.0,1462.5905031250002,1871.811139027775,60185.13720062487,0.0
2,2025-07-08,88229.55779386063,66178.45947186119,88229.55779386063,0.0,0.0,0.0,66199.92549402786,8035.067484247962,0.0,0.0,1871.811139027775,2652.1281757921533,66199.92549402786,0.0
2,2025-07-09,85271.36156417332,63699.08447656529,85271.36156417332,0.0,15.206666666666706,132.41965333333368,63889.13902285696,7516.2580879637335,0.0,0.0,2652.1281757921533,2687.9444590409216,63756.71936952363,0.0
2,2025-07-10,85014.89077202501,63835.88882404406,85014.89077202501,0.0,0.0,0.0,63913.263276252386,8726.529954820278,0.0,0.0,2687.9444590409216,2454.5413878037825,63913.263276252386,0.0
2,2025-07-11,49163.41505268269,30096.188029270797,49163.41505268269,0.0,0.0,0.0,30048.727248437463,12581.059397236033,0.0,0.0,2454.5413878037825,4266.048553006703,30048.727248437463,0.0
2,2025-07-12,45577.80724277778,27739.902122068546,45577.80724277778,0.0,0.0,0.0,27606.85368034338,12694.048481700102,0.0,0.0,4266.048553006703,3763.2697337731497,27606.85368034338,0.0
2,2025-07-13,74865.30342836984,54956.70806562074,74865.30342836984,0.0,20.208333333333485,175.25677083333463,55185.9229865959,4037.1665655660963,0.0,0.0,3763.2697337731497,1682.3790161756976,55010.66621576256,0.0
2,2025-07-14,76029.83953218724,56253.66227056691,76029.83953218724,0.0,92.715464506171,728.8028050132964,56989.665781762604,699.2372077292669,0.0,0.0,1682.3790161756976,1508.583167824074,56260.862976749304,0.0
2,2025-07-15,85788.31135084295,63308.56024201904,85788.31135084295,0.0,0.0,0.0,63273.4998898783,7240.249521866264,0.0,0.0,1508.583167824074,3861.7066587887657,63273.4998898783,0.0
2,2025-07-16,79717.6587537069,60129.33633064048,79717.6587537069,0.0,0.0,0.0,60123.64881670584,4790.113629552471,0.0,0.0,3861.7066587887657,3139.4003300655086,60123.64881670584,0.0
2,2025-07-17,75868.25352299937,57831.847897053456,75868.25352299937,0.0,723.4962761699321,6182.99917614824,64171.56838051133,1246.2352242798331,0.0,0.0,3139.4003300655086,2104.2736477020835,57988.56920436309,0.0
2,2025-07-18,49360.7328233179,29364.147382714058,49360.7328233179,0.0,0.0,0.0,29362.524933755725,13045.33778984311,0.0,0.0,2104.2736477020835,4834.6000016511525,29362.524933755725,0.0
2,2025-07-19,46637.7693383502,28383.87672295728,46637.7693383502,0.0,0.0,0.0,28202.46166293645,17665.300977555726,0.0,0.0,4834.6000016511525,4522.3626656727265,28202.46166293645,0.0
2,2025-07-20,73604.09460163293,55496.688965448346,73604.09460163293,0.0,0.0,0.0,55547.64968484418,283.3082829218154,0.0,0.0,4522.3626656727265,2282.174940373156,55547.64968484418,0.0
2,2025-07-21,74721.75678456234,57042.04513576692,74721.75678456234,0.0,2572.7951236583167,21729.483767015034,78724.71753603195,109.69364791666669,0.0,0.0,2282.174940373156,2145.1188575501264,56995.233769016915,0.0
2,2025-07-22,80166.76063366473,60420.748571726355,80166.76063366473,0.0,0.0,0.0,60425.160085020165,1154.5308229917819,0.0,0.0,2145.1188575501264,3621.5685270951385,60425.160085020165,0.0
2,2025-07-23,74941.36108217681,56186.144056340985,74941.36108217681,0.0,1658.6508361091742,13761.680452731085,70010.79828127826,638.2909542181055,0.0,0.0,3621.5685270951385,1901.6535103487263,56249.117828547176,0.0
2,2025-07-24,78372.74396365437,59334.65027909642,78372.74396365437,0.0,322.9490366837391,2765.897024677884,62262.31311825579,579.7024871815169,0.0,0.0,1901.6535103487263,2604.5815678291665,59496.41609357791,0.0
2,2025-07-25,47982.18986418666,28261.781124782403,47982.18986418666,0.0,0.0,0.0,28243.302680800913,17500.936701689847,0.0,0.0,2604.5815678291665,4319.4856573433,28243.302680800913,0.0
2,2025-07-26,46387.67758169427,27932.414103882445,46387.67758169427,0.0,0.0,0.0,27725.80070894495,15983.212233207149,0.0,0.0,4319.4856573433,3979.594977592594,27725.80070894495,0.0
2,2025-07-27,76291.87081293004,56949.56952118761,76291.87081293004,0.0,856.9093767291653,4707.893099477065,61678.40706868552,1135.0624379115295,0.0,0.0,3979.594977592594,2375.6238342527727,56970.513969208456,0.0
2,2025-07-28,77221.21095367387,58518.319781817365,77221.21095367387,0.0,3685.928518614787,30030.63275051742,88555.40176595654,85.13175949073877,0.0,0.0,2375.6238342527727,2009.0839316203715,58524.76901543912,0.0
2,2025-07-29,80256.13058560158,59528.88215331678,80256.13058560158,0.0,125.81019962499329,992.9165411986928,60541.87347618538,606.1075216049285,0.0,0.0,2009.0839316203715,1881.8923082340275,59548.95693498669,0.0
