date,published_plan_kwh,published_plan_cost_yuan,natural_plan_kwh,natural_plan_cost_yuan,emergency_kwh,emergency_cost_yuan,natural_total_cost_yuan,surplus_kwh,soc_start_kwh,soc_end_kwh,forecast_mae_kwh,weekday_weight,residual_window_days,scenario_count
2025-02-16,80263.48876813444,50214.05350066337,80250.54552989529,50208.51897199231,118.45333707249878,406.6233317542087,50615.142303746514,642.0967561982452,1200.0,1200.0,61.71275810185183,1.0,14,14
2025-02-17,78755.38409088376,49038.47164707152,78753.68909088377,49037.74686507153,63.461400000000744,278.38936975417056,49316.1362348257,3679.965439621234,1200.0,1203.5501504629624,78.54826921296295,1.0,14,14
2025-02-18,78561.88750428762,49197.79430078518,78591.15083762094,49210.30730211851,11.599864583333915,24.800510479167908,49235.10781259768,2310.1166941358074,1203.5501504629624,1369.5180924512745,70.08406238425924,1.0,14,14
2025-02-19,77645.72361266825,48326.10814107205,77641.19444600158,48324.17146940539,582.2326202492613,2879.022695847841,51203.194165253226,1272.1923999999995,1369.5180924512745,1200.0,65.36491921296296,1.0,14,14
2025-02-20,78674.31560353911,49138.70120374953,78803.94060353911,49194.12885374953,45.034166666666835,96.28304833333368,49290.41190208286,3590.070342506176,1200.0,1369.4869632407413,80.12744265046295,1.0,14,14
2025-02-21,34769.31576810699,18016.569885478777,34771.625768107,18017.557641478776,0.0,0.0,18017.557641478776,5626.45709559645,1369.4869632407413,1521.389821624371,73.43730318287037,1.0,14,14
2025-02-22,33555.841644554486,17403.734912614018,33414.772477887826,17343.413736947354,620.2915166477787,3132.8223690499135,20476.236105997268,3133.0900083333304,1521.389821624371,1377.9154241308197,46.60336394675925,1.0,14,14
2025-02-23,75795.4108599603,47017.946487595415,75762.84919329364,47004.023118928744,103.49370818107022,464.29215838399193,47468.31527731274,129.33408333333307,1377.9154241308197,1292.4388178703705,63.2015587384259,1.0,14,14
2025-02-24,74389.40326283305,45788.45396654872,74384.46492949972,45786.342335215384,23.669891666666672,110.8697725666667,45897.21210778205,1924.6402387832572,1292.4388178703705,1385.365130813899,68.90486730324074,1.0,14,14
2025-02-25,74848.84794991213,46441.4609871071,74884.43128324546,46456.67642044043,11.218333333333362,51.037807500000135,46507.71422794043,5339.110099074067,1385.365130813899,1271.4189140740725,96.35245057870368,1.0,14,14
2025-02-26,73912.20993050595,45665.383475294366,73901.68493050596,45660.882985294375,0.0,0.0,45660.882985294375,885.6993585797754,1271.4189140740725,1419.412941693941,65.58748090277777,1.0,14,14
2025-02-27,72786.71556624623,44934.31102300563,72937.9997329129,44999.0001326723,0.0,0.0,44999.0001326723,1352.9311488683252,1419.412941693941,1488.8831176646127,70.40802447916667,1.0,14,14
2025-02-28,33087.40266579561,17132.17622399402,33078.37766579562,17128.31713399402,27.571001749998118,161.056006722614,17289.373140716634,6622.619520828192,1488.8831176646127,1398.4994900834522,63.47244855324074,1.0,14,14
2025-03-01,32800.926901488856,16977.87823111772,32657.80440148886,16916.679050117724,67.85827016152163,300.30944056326496,17216.98849068099,6183.362810699592,1398.4994900834522,1235.521088602301,57.65964733796295,1.0,14,14
2025-03-02,72603.72134814029,44643.777880038164,72585.57134814028,44636.016940038164,3966.8759937092773,26441.569603272546,71077.58654331071,392.19538796296087,1235.521088602301,1289.4285956481483,61.06381851851851,1.0,14,14
2025-03-03,68960.85225154835,42410.579411340026,68951.90891821502,42406.75524200669,6768.309013317661,42372.06194423029,84778.81718623699,253.34521728394793,1289.4285956481483,1293.6404642592595,40.603423900462964,1.0,14,14
2025-03-04,70577.72497878369,43405.014492790695,70616.36164545035,43421.53553145736,2427.664992840694,15978.389916993874,59399.925448451235,34.201666666666824,1293.6404642592595,1200.0,42.05190422453705,1.0,14,14
2025-03-05,71977.81083101482,44445.78944664575,71971.7499976815,44443.19783431242,29.149999999999952,62.3226999999999,44505.52053431242,1582.0408537957032,1200.0,1462.7158286111153,60.60390503472221,1.0,14,14
2025-03-06,70203.34555741183,43268.11170781199,70344.5472240785,43328.489540478666,627.165800653337,4359.144858549345,47687.634399028015,1048.3319721193493,1462.7158286111153,1319.1579796296303,51.5463214699074,1.0,14,14
2025-03-07,32053.123284337446,16674.322028235038,32058.451617670777,16676.600423568372,0.0,0.0,16676.600423568372,7848.21023713992,1319.1579796296303,1553.0221821916641,61.65664791666667,1.0,7,7
2025-03-08,31463.91362441283,16547.764266157174,31321.7577910795,16486.97843182384,19.801980416662737,99.59177474998305,16586.570206573826,9141.719567854938,1553.0221821916641,1767.5257191142625,67.71559693287037,1.0,7,7
2025-03-09,74764.88613746461,46326.6911247673,74752.5027422146,46321.39598495839,0.0,0.0,46321.39598495839,7906.225348765432,1767.5257191142625,1457.150050448101,85.08499311342592,1.0,7,7
2025-03-10,71487.25748370684,44086.590526442335,71479.9575456235,44083.4690729179,622.7521478960878,3582.527615494356,47665.996688412255,132.4417750000007,1457.150050448101,1294.6658644730232,48.62020758101851,1.0,7,7
2025-03-11,70283.25034643097,43199.05598044581,70302.09617976431,43207.11445877914,0.0,0.0,43207.11445877914,1994.6516866255183,1294.6658644730232,1709.8065965183055,57.284677083333335,1.0,14,14
2025-03-12,70015.27918617468,43260.35472690863,69993.48668617469,43251.03625390863,78.61953384434571,548.4498680981557,43799.48612200678,4310.610488766888,1709.8065965183055,1264.7795928703708,66.33402309027777,1.0,14,14
2025-03-13,68988.90990629213,42448.195639700745,69144.19740629212,42514.59657470075,2340.339881781375,15907.661518039196,58422.25809273995,61.25168333333329,1264.7795928703708,1221.513353333333,62.206694675925924,1.0,14,14
2025-03-14,30862.296828533952,16014.925401250406,30840.475995200617,16005.594812917072,0.0,0.0,16005.594812917072,11333.497113374482,1221.513353333333,1691.2308426004222,68.47088721064813,1.0,14,14
