date,published_plan_kwh,published_plan_cost_yuan,natural_plan_kwh,natural_plan_cost_yuan,emergency_kwh,emergency_cost_yuan,natural_total_cost_yuan,surplus_kwh,soc_start_kwh,soc_end_kwh,forecast_mae_kwh,weekday_weight,residual_window_days,scenario_count
2025-06-21,42769.87424097325,26344.08610742951,42605.09674097325,26273.627248429508,0.0,0.0,26273.627248429508,21358.455865995114,4942.78788564352,4939.506701121068,78.27572815393519,0.75,14,14
2025-06-22,76946.34989675821,49231.617534442004,76988.69218842487,49249.72309835868,0.0,0.0,49249.72309835868,8427.742791136054,4939.506701121068,2788.7700971990744,41.63392677951387,0.75,7,7
2025-06-23,81121.18812351594,51873.174678771145,81134.23583184928,51878.75387885448,0.0,0.0,51878.75387885448,10767.289774252196,2788.7700971990744,2505.628694236119,39.73820326967593,0.75,7,7
2025-06-24,80686.17627278883,50849.7956235982,80667.31814778881,50841.7318893482,1358.0171475625002,6530.0104759794485,57371.74236532765,1273.2125606995828,2505.628694236119,2615.7355371296308,70.15834296874999,0.75,7,7
2025-06-25,78191.62059009643,49161.36921683916,78188.5072567631,49160.03795550582,9.024010416666783,60.75866213541746,49220.79661764124,3461.971338852026,2615.7355371296308,2657.2070944675957,45.543422931134245,0.75,7,7
2025-06-26,77122.56555246534,48633.65243092633,77232.46326079869,48680.64469100967,21.24271041666657,143.139085388541,48823.78377639821,6007.6017961502275,2657.2070944675957,2322.448254881665,46.03105924479166,0.75,7,7
2025-06-27,40165.86521474053,24716.634277121542,40183.58229807386,24724.210101954875,0.0,0.0,24724.210101954875,15952.390297093625,2322.448254881665,4506.660874158665,100.9541349392361,0.75,7,7
2025-06-28,34493.485580269684,20848.471979409504,34418.35641360302,20816.346747742835,0.0,0.0,20816.346747742835,11439.51624308599,4506.660874158665,3819.3389154849215,79.59892727141204,0.75,7,7
2025-06-29,71535.90675710754,44565.49835627986,71536.78175710754,44565.87250627986,607.7765719791646,2940.8693497066547,47506.74185598652,940.5419178497957,3819.3389154849215,1698.6595323379613,46.3852630931713,0.75,7,7
2025-06-30,74830.32633787912,46573.711256568495,74836.74633787913,46576.4564485685,241.4311418541631,1243.0477156571906,47819.504164225684,994.1594957561607,1698.6595323379613,1825.4935480641211,44.01729914641203,0.75,7,7
2025-07-01,77288.05045758538,48106.97525533452,77259.92483258538,48094.948738084524,5682.875268472739,28999.149245969347,77094.09798405386,751.3272829475335,1825.4935480641211,1200.0,72.97778340567127,0.75,7,7
2025-07-02,76588.52556961213,47357.13438753662,76598.70577794546,47361.487444619954,4548.791761844513,23393.501889437794,70754.98933405775,4401.957660091424,1200.0,1200.0,97.17885640914352,0.75,7,7
2025-07-03,76752.32693306866,48193.040644161316,76712.92943306867,48176.19427316132,6730.8593259362115,40323.561506951846,88499.75578011316,0.0,1200.0,1200.0,86.64532800925926,0.75,7,7
2025-07-04,47368.20040221193,29122.381819992534,47408.69873554526,29139.698907325866,0.0,0.0,29139.698907325866,13969.387642412548,1200.0,3234.0028855924206,102.64824712094908,0.75,7,7
2025-07-05,46062.00924985616,28613.516090368532,45991.84299985616,28583.513001868534,0.0,0.0,28583.513001868534,14654.996683273956,3234.0028855924206,3597.526438958338,96.62953734085646,0.75,7,7
2025-07-06,77030.35691543209,48970.130537948164,77036.88066543211,48972.92009344816,4963.387811335385,32658.486911882523,81631.4070053307,790.9472062500005,3597.526438958338,1458.2900356481482,95.1775697048611,0.75,7,7
2025-07-07,80522.3369927397,51616.41879311508,80460.88803440638,51590.143218531746,6.05442708333328,40.78564804687464,51630.92886657862,3073.1207801697533,1458.2900356481482,1919.8146997916679,74.94375494791667,0.75,14,14
2025-07-08,88205.91506483896,56490.77183317815,88205.50984748715,56490.59856223851,0.0,0.0,56490.59856223851,8001.636401877566,1919.8146997916679,2675.736066273148,83.91759234664353,0.75,7,7
2025-07-09,85269.83576830688,54612.59234374577,85281.39685474438,54617.53586430645,15.206666666666706,102.5157433333336,54720.05160763978,7504.928655401242,2675.736066273148,2721.348520399307,68.04854561631946,0.75,7,7
2025-07-10,85002.18057214792,54576.31096050606,85101.79550656458,54618.906306462624,0.0,0.0,54618.906306462624,8543.124738415409,2721.348520399307,2660.9384343766774,69.86390091145834,0.75,7,7
2025-07-11,49021.29656553697,30815.78167593544,49050.076449938504,30828.08795450553,0.0,0.0,30828.08795450553,12380.525441555583,2660.9384343766774,4487.512501728861,59.77546558159721,0.75,7,7
2025-07-12,45396.70269362652,28645.94516863614,45253.10013072265,28584.540712738442,0.0,0.0,28584.540712738442,12453.985518454218,4487.512501728861,4124.169062908952,56.50980083912035,0.75,7,7
2025-07-13,74492.89711757546,47944.830092285665,74499.42086757545,47947.619647785665,40.26281368312675,271.0406191514862,48218.66026693715,3757.008925092593,4124.169062908952,1978.4142722405131,91.38721092303238,0.75,7,7
2025-07-14,75707.1200396826,48522.20351909333,75676.51837301592,48509.11824642666,0.0,0.0,48509.11824642666,437.73152685570756,1978.4142722405131,1727.5210132870372,67.97209409722223,0.75,7,7
2025-07-15,85549.96694403229,54669.1535895117,85537.2363190323,54663.7099742617,0.0,0.0,54663.7099742617,7082.892948583486,1727.5210132870372,3985.847259814813,64.41590817418982,0.75,14,14
2025-07-16,79559.98517020138,51002.67990178243,79587.4972535347,51014.44406861577,0.0,0.0,51014.44406861577,4722.822202546295,3985.847259814813,3206.3846160516205,58.102000737847206,0.75,14,14
2025-07-17,75803.42565189634,49384.96566585196,75909.34231856301,49430.25563251862,569.5264072083337,3973.0162166853356,53403.27184920396,1089.7525750514396,3206.3846160516205,2106.8580651851853,52.39860902777778,0.75,14,14
2025-07-18,49531.62282299614,30885.22105134211,49531.0156169753,30884.961410047596,0.0,0.0,30884.961410047596,12690.500996013372,2106.8580651851853,5302.027660775609,47.68632688078704,0.75,14,14
2025-07-19,46118.516133778125,29241.593253763625,45995.732714798956,29189.091063808133,0.0,0.0,29189.091063808133,17486.726502697784,5302.027660775609,4909.106366260612,74.3263349537037,0.75,14,14
2025-07-20,73376.42231995048,47920.331114033004,73387.88648661715,47925.23319169966,0.0,0.0,47925.23319169966,339.817829192381,4909.106366260612,2433.959092746379,45.91536947337963,0.75,14,14
2025-07-21,74775.62944724452,48417.228539347474,74720.37569724451,48393.60203584748,2642.3811546202087,18009.114183402122,66402.7162192496,202.1830205761305,2433.959092746379,2377.0310951388883,46.75737680844909,0.75,14,14
2025-07-22,80153.48486170254,51704.46837547291,80175.16757003588,51713.73990155625,0.0,0.0,51713.73990155625,1140.9039030559252,2377.0310951388883,3790.300786207015,46.19613680555556,0.75,14,14
2025-07-23,74688.2623211813,48181.51625023795,74818.43336284795,48237.17738765462,2110.626332321034,14399.790837530938,62636.968225185556,1158.322195910494,3790.300786207015,1927.700369435699,40.397716116898145,0.75,7,7
2025-07-24,78263.47034749127,50622.19015153014,78373.5786994496,50669.272482827524,382.36700297498805,2667.3922127535166,53336.66469558104,617.41580020577,1927.700369435699,2601.5810647167123,48.711959273726855,0.75,14,14
2025-07-25,48056.44163010231,29793.238259500795,48056.03161147731,29793.062935536742,0.0,0.0,29793.062935536742,17252.367861743827,2601.5810647167123,4557.789431999995,92.95318414351851,0.75,7,7
2025-07-26,46107.59974973174,29084.5242734603,45901.33058306507,28996.32357779364,0.0,0.0,28996.32357779364,15777.679466606265,4557.789431999995,4183.938851650889,81.34080541087963,0.75,7,7
2025-07-27,75931.81358254365,48935.57193795183,75962.87608254365,48948.85426295182,1109.125076354163,5686.536643783835,54635.39090673566,1169.710985541933,4183.938851650889,2508.519916898143,41.576196701388895,0.75,7,7
2025-07-28,77106.42495278806,50042.21961623647,77060.98495278807,50022.78947223647,3707.1990423634898,24631.08169423069,74653.87116646716,123.75320625000018,2508.519916898143,2055.6402626157424,50.24224897280093,0.75,14,14
2025-07-29,80748.20063153909,51529.71232612658,80783.71958987242,51544.900232709915,111.27108335416085,716.0249366161263,52260.925169326045,1036.736996784979,2055.6402626157424,1925.1107464583329,44.83561945891204,0.75,7,7
2025-07-30,78477.42974857896,50166.00886274119,78503.06279507896,50176.969553424584,0.0,0.0,50176.969553424584,378.09867410982014,1925.1107464583329,2028.3992608627445,42.846482392939805,0.75,7,7
2025-07-31,78932.20348391341,50595.440857328635,79063.49477430925,50651.581013101895,21.67531666666673,146.44927705833376,50798.030290160226,415.837510634517,2028.3992608627445,1909.2459131712928,35.79844408275463,0.75,7,7
2025-08-01,48906.23642785854,30127.879712090526,48918.71625762936,30133.216087300534,0.0,0.0,30133.216087300534,22143.333590915638,1909.2459131712928,5035.62235382546,134.65228987268517,0.75,14,14
2025-08-02,45613.514317445486,28792.439900055266,45441.59806744548,28718.928511555267,0.0,0.0,28718.928511555267,22775.585635191877,5035.62235382546,4928.9960415342675,131.2792626880787,0.75,14,14
2025-08-03,74680.79572569625,48070.702089715924,74714.96093402959,48085.31113279926,166.48086154218032,906.2342071327841,48991.54533993205,12613.6699092652,4928.9960415342675,1342.5674175000004,85.12080376157405,1.0,7,7
2025-08-04,80382.06877766625,51418.54085386108,80323.61211099959,51393.54478319441,0.0,0.0,51393.54478319441,9554.17414290122,1342.5674175000004,3377.137515610183,69.58782685185184,1.0,14,14
2025-08-05,78206.06221649486,50190.098996770925,78246.72304982819,50207.48556910426,0.0,0.0,50207.48556910426,10686.585588374483,3377.137515610183,2497.0198314483373,74.04326857638888,1.0,14,14
2025-08-06,77312.38364859266,49473.24733728854,77342.03879775932,49485.92787907222,0.0,0.0,49485.92787907222,6374.481552421056,2497.0198314483373,1992.6799918164213,57.065619097222225,1.0,14,14
2025-08-07,77722.89191334617,49829.80276203174,77888.12640267951,49900.457029670666,7.925141666666605,53.54621967083291,49954.0032493415,10939.188617662918,1992.6799918164213,1948.1631468518535,81.08387986111109,1.0,14,14
2025-08-08,39552.000112740316,23279.48206148165,39551.61797424032,23279.318659059052,0.0,0.0,23279.318659059052,21056.54241673997,1948.1631468518535,2124.1293994675248,95.5131689236111,1.0,14,14
2025-08-09,38226.0850556284,22716.187477092186,38019.56588896173,22627.879881425517,0.0,0.0,22627.879881425517,17363.485010802462,2124.1293994675248,1585.3405995462958,69.43163038194443,1.0,7,7
2025-08-10,66280.73734661547,42857.85593837289,66311.12901328213,42870.851415039564,2166.2635546308748,14784.262341475714,57655.113756515275,52.07973333333314,1585.3405995462958,1401.7242750925927,54.16938807870368,1.0,7,7
2025-08-11,67725.22856612422,43707.19790372456,67703.12939945754,43697.748300057894,763.8977791532037,5315.402240947749,49013.15054100564,54.783208333333675,1401.7242750925927,1416.586543074074,66.82474207175925,1.0,7,7
2025-08-12,70390.60171993828,44922.149352403976,70392.44921993827,44922.93934340398,1118.372676158347,7651.261668345805,52574.201011749785,207.64578333333304,1416.586543074074,1286.0320634259251,48.946159548611114,1.0,7,7
2025-08-13,70261.43950103497,45195.912239886566,70270.23606578496,45199.673650973666,133.91374390906878,738.0978068799238,45937.77145785359,324.7710541693583,1286.0320634259251,1539.4973233333333,57.864517881944415,1.0,7,7
2025-08-14,70650.1478767152,45564.27140136966,70831.45131196521,45641.79675028256,197.5788588333331,1061.6179881331661,46703.414738415726,970.2223880010387,1539.4973233333333,1435.1357852379626,64.35672471064815,1.0,7,7
2025-08-15,37941.84036288495,22261.593773884902,37958.627029551615,22268.77175255157,726.761683990742,3042.889690093852,25311.66144264542,19060.71044873251,1435.1357852379626,1401.5014190536976,62.392208854166675,1.0,7,7
2025-08-16,38404.92434202581,22702.002015222755,38187.89767535915,22609.20141255609,369.5975740936226,1519.6525278325146,24128.853940388602,19137.14643333333,1401.5014190536976,1513.5167828564174,59.325306307870356,1.0,14,14
2025-08-17,66218.3835515947,42849.643980473295,66248.47688492804,42862.51188980663,636.9639073271481,4440.310320151686,47302.822209958314,44.50666666666689,1513.5167828564174,1474.2469213527784,54.73460740740739,1.0,14,14
2025-08-18,68434.43180509211,44198.89536107472,68421.21513842544,44193.243914408056,54.25950951902405,329.86907341535175,44523.112987823406,49.39735000000019,1474.2469213527784,1482.1202096861111,60.1084189236111,1.0,14,14
2025-08-19,68504.4198212528,44208.2872628362,68505.86232125282,44208.9040758362,0.0,0.0,44208.9040758362,489.80348982757573,1482.1202096861111,1417.4866855741166,56.519233796296284,1.0,14,14
2025-08-20,69243.82037007634,44787.95745202959,69226.11870340967,44780.38821936291,4557.490976449353,28677.75117301533,73458.13939237825,0.0,1417.4866855741166,1226.4141362129121,51.25817366898148,1.0,14,14
2025-08-21,68116.117514088,44072.989652391945,68290.53834742133,44147.572000725275,1207.8338151799694,8173.94055565347,52321.512556378744,0.0,1226.4141362129121,1318.7081067377733,44.482778124999996,1.0,14,14
2025-08-22,38601.72389801461,22628.279994007098,38613.71723134795,22633.408343340434,1065.891694226139,6004.555291628967,28637.9636349694,15817.3252,1318.7081067377733,1278.5332895370373,47.61238165509259,1.0,14,14
2025-08-23,38668.61890128292,22728.696473063763,38496.139734616256,22654.944381397097,274.00698932407397,1338.349817922714,23993.29419931981,13852.736166666666,1278.5332895370373,1200.0,41.84209820601851,1.0,14,14
2025-08-24,66627.01767610297,42998.20801086129,66652.45593859784,43009.08541190409,1504.2584358713075,10054.346676689785,53063.43208859387,277.91709269547766,1200.0,1371.5375731481479,56.47533437500001,1.0,14,14
2025-08-25,71539.85739714693,46033.79740270386,71554.20746798541,46039.93349299439,2734.8988190000055,18596.19374547762,64636.12723847201,92.61583333333294,1371.5375731481479,1465.205706509258,56.70284878472223,1.0,7,7
2025-08-26,71997.72684112242,46168.09417577808,72024.52684112242,46179.55385577808,0.0,0.0,46179.55385577808,2231.6406344650286,1465.205706509258,1751.2100099777738,49.11222436342592,1.0,7,7
2025-08-27,74953.39974206932,48039.80660103427,74922.026408736,48026.39136370094,0.0,0.0,48026.39136370094,3491.1899735937523,1751.2100099777738,1404.50398851539,42.55365486111111,1.0,7,7
2025-08-28,72320.76023804907,46399.97048006192,72486.91440471573,46471.01800172859,2241.414950814996,15031.791739883243,61502.80974161183,285.76781666666665,1404.50398851539,1297.2978134238795,58.67945457175924,1.0,7,7
2025-08-29,39436.03848302696,23297.343762650024,39466.63431636029,23310.426540983357,273.51808841666724,1057.4942383038356,24367.920779287193,14483.860882510286,1297.2978134238795,1230.6101022289663,50.31046059027777,1.0,7,7
2025-08-30,39365.0049721032,23267.483690478293,39184.4824721032,23190.292269478294,161.97881549073895,571.3299595596689,23761.622229037963,18346.890541315108,1230.6101022289663,1200.0,50.85823327546296,1.0,7,7
2025-08-31,71717.3382252097,45936.00119714971,71683.53239187638,45921.54582281638,34.95767500000002,100.34143913333327,46021.88726194971,417.5681194740911,1200.0,1752.8185699520257,52.8397574074074,1.0,7,7
2025-09-01,73441.32405301629,46888.732969557626,73440.37321968295,46888.32639322429,0.0,0.0,46888.32639322429,12673.734498392005,1752.8185699520257,5487.525209692501,100.38620480324074,1.0,7,7
2025-09-02,68894.23853152717,44916.44536186752,68932.20353152716,44932.67919586752,0.0,0.0,44932.67919586752,11402.863351599095,5487.525209692501,5517.279392037038,100.8182984375,1.0,7,7
2025-09-03,71231.41660590614,46245.79871793602,71188.7607725728,46227.55908360269,0.0,0.0,46227.55908360269,13010.654161799506,5517.279392037038,5226.5702911666685,88.47076319444444,1.0,7,7
2025-09-04,69683.23957252366,45251.54459491678,69852.52790585699,45323.932286250114,0.0,0.0,45323.932286250114,11896.617120655355,5226.5702911666685,5946.243328919741,93.04800156250002,1.0,7,7
2025-09-05,34812.16137100747,21380.531449711518,34900.645537674136,21418.367279378188,0.0,0.0,21418.367279378188,25896.75489022051,5946.243328919741,5794.944810610707,93.56869942129632,1.0,7,7
2025-09-06,34807.70842439584,21288.649985010605,34657.09842439584,21224.249149010604,0.0,0.0,21224.249149010604,24338.74927575855,5794.944810610707,6167.735714447226,117.95929814814816,1.0,7,7
2025-09-07,62786.07324125205,42248.4185920092,62767.30490791872,42240.393252675865,0.0,0.0,42240.393252675865,4091.8802872427996,6167.735714447226,6538.73378570741,90.51300694444443,1.0,7,7
2025-09-08,55457.5351692052,36408.87529152727,55512.7501692052,36432.48522552727,2696.8370476116643,18343.211596321064,54775.69682184834,16.633150000000114,6538.73378570741,2472.4239107462954,79.15698211805555,1.0,7,7
2025-09-09,57297.144028753566,36252.08256467314,57344.57569542024,36272.36434533981,627.1013340715338,4228.835174863359,40501.19952020317,2133.2723849794243,2472.4239107462954,1341.709129127777,89.22843506944446,1.0,7,7
2025-09-10,60666.0845556615,38278.30934786737,60582.6094884465,38242.61540912623,3991.678387184162,26747.726831852277,64990.342240978505,126.50269999999989,1341.709129127777,1264.8104025,86.18582528935184,1.0,7,7
2025-09-11,60380.54770221913,38207.88103916507,60586.13110276747,38295.788501239535,0.0,0.0,38295.788501239535,3024.052379860466,1264.8104025,1362.7390165861157,92.477696875,1.0,7,7
2025-09-12,31088.13494129629,17004.22818558287,31098.73833537962,17008.7621968929,576.5567381666655,2102.613302927704,19111.375499820606,17393.066543518515,1362.7390165861157,1250.79375,78.9436693287037,1.0,7,7
2025-09-13,31133.76826785397,17023.783500234524,30947.17294274897,16943.995339219626,343.4856140151133,1504.698806360658,18448.694145580284,20557.383216666665,1250.79375,1341.8251771981484,96.10697488425927,1.0,7,7
2025-09-14,62376.17937856841,39358.77293028771,62449.05047625676,39389.93261165924,1358.0313146545327,8816.396963471145,48206.32957513039,204.84443333333343,1341.8251771981484,1200.0,81.16787696759258,1.0,7,7
2025-09-15,60910.940756976335,37333.01151211835,60888.17909030967,37323.27862345168,1668.3854899320909,10157.704629735705,47480.98325318738,2860.098490226339,1200.0,1771.650759907408,78.9524689236111,1.0,14,14
2025-09-16,56726.650324588474,35520.22346497253,56714.478657921805,35515.01886030586,5385.99461295988,32110.92713213601,67625.94599244188,0.0,1771.650759907408,1200.0,56.21029155092592,1.0,14,14
2025-09-17,63807.03081277881,40393.61721008996,63806.11831277881,40393.22702508996,356.4955155833352,1172.3307307115517,41565.557755801514,402.50413436215183,1200.0,1200.0,52.69798530092592,1.0,7,7
2025-09-18,60800.38907880149,38276.24873621727,60953.77491213483,38341.8365185506,2386.5370030596746,14561.6746133605,52903.511131911095,147.52615833333243,1200.0,1538.0029686111106,56.93385092592593,1.0,14,14
2025-09-19,31839.492590957812,17388.6653124319,31827.310924291145,17383.456431765233,283.14779474999784,1798.9037753673188,19182.36020713255,13048.426283847733,1538.0029686111106,1585.0202297222215,65.79800746527778,1.0,7,7
2025-09-20,31996.523162020574,17668.79935439323,31835.59732868724,17599.987468059902,496.25012383333194,2208.3060658421596,19808.293533902062,13617.768750000001,1585.0202297222215,1927.9567072074078,73.8260024884259,1.0,7,7
2025-09-21,65069.74560430813,40582.28451156283,65123.92560430814,40605.45187956284,0.0,0.0,40605.45187956284,3412.8471856995893,1927.9567072074078,1595.400439656958,54.37246660879629,1.0,7,7
2025-09-22,62483.19355713604,38457.02619968126,62452.10355713604,38443.732115681254,2614.921343246022,14718.27832738367,53162.01044306492,927.7971409856236,1595.400439656958,1204.74420375,38.375563570601855,0.75,7,7
2025-09-23,61390.574757138056,38239.909092397465,61388.317465471395,38238.9438744808,4471.624169935239,27995.56820951446,66234.51208399526,89.01767291666641,1204.74420375,1200.0,51.919480309606485,0.75,14,14
2025-09-24,65326.95850190792,40858.588518551565,65346.37850190792,40866.89251055156,429.1845434374959,2151.7851599381465,43018.677670489706,560.010575730958,1200.0,1368.8617859953702,43.18345515046295,0.75,7,7
2025-09-25,63898.477042691076,40344.72467938166,64005.29662602441,40390.40073321499,432.4759420452859,2507.020540708832,42897.42127392382,97.21314166666662,1368.8617859953702,1200.0,41.412717983217576,0.75,7,7
2025-09-26,39909.99632143724,23262.99982610064,39931.99694643724,23272.407293350643,10.528125000000053,22.509131250000113,23294.916424600644,16662.55707232356,1200.0,3973.3512417254647,62.80224833622684,0.75,7,7
2025-09-27,36936.88529478652,22068.951115148724,36822.85216978652,22020.190550898726,0.0,0.0,22020.190550898726,17174.45624485443,3973.3512417254647,3420.8804795115725,59.68533192997685,0.75,7,7
2025-09-28,62969.87943866897,39899.862163103375,62953.233813668965,39892.74449385337,2239.2264421849623,14315.251570889119,54207.99606474249,183.58234958153662,3420.8804795115725,1386.2245995999845,50.333926982060184,0.75,7,7
2025-09-29,64871.054231883485,40554.529132975615,64883.044231883476,40559.65605697562,2140.205916977491,13350.162770946132,53909.81882792175,399.3241840722636,1386.2245995999845,1421.66888924838,44.80322003761576,0.75,7,7
2025-09-30,66515.76461421888,41800.9283900839,66527.50867828136,41805.95015187703,2892.8841176016062,17929.97243698765,59735.922588864676,185.1461229166668,1421.66888924838,1284.6302025231475,64.09852498553239,0.75,7,7
2025-10-01,68798.15634934748,43381.26870301446,68726.99374361831,43350.83957280466,0.0,0.0,43350.83957280466,13242.023943672837,1284.6302025231475,3807.2691135340287,78.72013133680555,0.75,7,7
2025-10-02,63138.89594122496,40311.57621326152,63250.81177455829,40359.431423594855,0.0,0.0,40359.431423594855,8001.0255818587075,3807.2691135340287,3769.9151052826383,51.94930201099539,0.75,7,7
2025-10-03,36248.167760622935,21150.990870385307,36289.22067728961,21168.545097551974,0.0,0.0,21168.545097551974,24224.355795164607,3769.9151052826383,5537.184379895138,109.53601173321758,0.75,14,14
2025-10-04,34895.41266900103,20791.646084183612,34769.39704400103,20737.76180293361,0.0,0.0,20737.76180293361,19726.954641280867,5537.184379895138,5259.767303066434,69.24785613425925,0.75,14,14
2025-10-05,61979.21473987963,39578.08729206344,61968.26661487963,39573.40587381343,0.0,0.0,39573.40587381343,5947.971469498426,5259.767303066434,3326.4596526729197,41.373051953125,0.75,14,14
2025-10-06,64615.62691717762,40883.475510303644,64605.71545884429,40879.23737072031,0.0,0.0,40879.23737072031,3791.774173164223,3326.4596526729197,2928.6225178812533,30.485427821180533,0.75,14,14
2025-10-07,65423.18007605837,41310.25220504658,65452.81049272504,41322.92217121324,0.0,0.0,41322.92217121324,3372.080212680039,2928.6225178812533,3505.730673749996,39.667307986111126,0.75,7,7
2025-10-08,65984.31987504667,42012.68288280432,65964.04362504667,42004.01275830432,0.0,0.0,42004.01275830432,6345.409905281902,3505.730673749996,3279.653707534262,49.30031556712963,1.0,14,14
2025-10-09,62779.73012505076,40130.33001488152,62942.66429171743,40200.000664548184,0.0,0.0,40200.000664548184,3508.8763051976175,3279.653707534262,3254.5805988465054,43.92354068287036,1.0,14,14
2025-10-10,30442.895765242563,16689.266451071846,30471.259098575898,16701.394612405176,0.0,0.0,16701.394612405176,18719.47143350823,3254.5805988465054,2932.4181951794676,60.71668709490741,1.0,14,14
2025-10-11,28996.639603805736,15067.664312679783,28835.957103805733,14998.956475679784,329.6852487499986,1636.791405909032,16635.747881588817,14026.316218106995,2932.4181951794676,1200.0,48.47781898148147,1.0,7,7
2025-10-12,63264.41228328383,38768.070523742506,63255.47311661717,38764.24813607584,82.61996014130344,222.3988515180352,38986.64698759387,770.9136575229807,1200.0,1200.0,37.34684484953705,1.0,7,7
2025-10-13,63478.22706371041,39220.36424795052,63475.85706371041,39219.35083595052,17.04705100000429,36.279305496175695,39255.630141446694,2258.146341515977,1200.0,1352.3163045370363,40.099639236111116,1.0,7,7
2025-10-14,65179.30615491107,40459.24471397433,65193.027821577736,40465.112098641,115.39101833333412,552.5193598666705,41017.631458507676,317.93277312403933,1352.3163045370363,1525.3830241666656,43.4932564236111,1.0,7,7
2025-10-15,61069.49049731195,37348.781518536096,61044.41133064528,37338.057666869434,4057.351268499999,26582.59403996331,63920.651706832745,22.667500000000018,1525.3830241666656,1261.7222891680597,49.302689236111114,1.0,7,7
2025-10-16,59974.81804872338,36898.131053703284,60151.16054872337,36973.53510670329,6413.626823224882,41398.60771436011,78372.1428210634,0.0,1261.7222891680597,1311.9056226851849,63.940831597222214,1.0,14,14
2025-10-17,30496.881468205764,15702.817360626088,30499.22313487243,15703.818657292755,564.8006195833332,2424.107536453499,18127.926193746254,12075.160933641977,1311.9056226851849,1200.0,40.24966822916666,1.0,7,7
2025-10-18,31798.758982372798,16577.875548689753,31655.767315706133,16516.732312023087,57.79811586999644,122.52400620254414,16639.25631822563,12780.537408333335,1200.0,1200.0,39.164003298611114,1.0,7,7
2025-10-19,67337.12547903939,41115.48232537752,67335.10214570607,41114.617148044184,2047.558076534779,13349.65417155427,54464.271319598454,1186.6017327160534,1200.0,1338.1059094777784,58.23550237268517,1.0,7,7
2025-10-20,67854.28453902657,41665.197147087485,67872.7478723599,41673.09206842081,1212.3884595861955,5957.478370723918,47630.57043914473,605.9412085390933,1338.1059094777784,1218.3842464814818,54.685574942129634,1.0,7,7
2025-10-21,71050.86594528657,44297.43153346892,71045.40261195324,44295.09541213559,50.21084483333304,107.35078625366604,44402.446198389254,290.99421666666626,1218.3842464814818,1311.0379611669075,56.62658692129628,1.0,7,7
2025-10-22,67201.51492830494,41474.1499935109,67187.0590949716,41467.968679177575,2267.3456271706063,13183.398647099526,54651.367326277104,9.636516666666921,1311.0379611669075,1200.0,62.01205231481481,1.0,7,7
2025-10-23,66304.44961693589,41253.74935242084,66455.83378360255,41318.4812220875,1171.77378685786,7170.420250762781,48488.90147285028,27.194391666666206,1200.0,1224.6613236111111,58.120284027777785,1.0,7,7
2025-10-24,31885.42763372651,16691.80873667786,31865.687633726513,16683.36791267786,761.2207019648438,3722.919599678963,20406.287512356823,10930.700566666666,1224.6613236111111,1292.6651550000001,48.95852800925926,1.0,7,7
2025-10-25,32869.754214377084,17370.195860333253,32713.753381043745,17303.48990399992,0.0,0.0,17303.48990399992,10220.031189401252,1292.6651550000001,1418.5261171502102,44.70861591435186,1.0,7,7
2025-10-26,70226.53491751253,43755.94221437695,70215.62575084585,43751.277454710274,0.0,0.0,43751.277454710274,1289.183965020573,1418.5261171502102,1770.4325033166672,45.344307696759266,1.0,7,7
2025-10-27,69844.09355915638,43700.61603362606,69854.08605915637,43704.88882662606,19.744933333333393,92.48526773333361,43797.374094359395,2746.712621198116,1770.4325033166672,1263.3293129240706,50.90677395833333,1.0,7,7
2025-10-28,72854.25671628187,45492.31587662092,72858.56088294854,45494.15633828759,0.0,0.0,45494.15633828759,2479.4470385966965,1263.3293129240706,1690.0541708129558,42.11350434027778,1.0,7,7
2025-10-29,69376.55083141374,42980.10212253731,69369.10666474709,42976.91899687064,3411.8383607356,21291.049576640646,64267.96857351129,144.84652499999982,1690.0541708129558,1204.4544665111114,78.20035752314814,1.0,7,7
2025-10-30,69575.25240946398,43374.90131756917,69721.54074279731,43437.454208902505,67.98787350007976,205.9440119719121,43643.39822087442,638.8005338478416,1204.4544665111114,1200.0,53.401613599537036,1.0,7,7
2025-10-31,32884.821880986885,17343.64401200129,32898.68521432022,17349.57197333462,334.68639071478685,1827.6728734362162,19177.244846770835,5879.566800000002,1200.0,1359.8578247222222,83.62335364583333,1.0,14,14
2025-11-01,33276.98919551834,17617.432384917818,33123.48419551834,17551.79364691782,0.0,0.0,17551.79364691782,7212.580235596707,1359.8578247222222,1630.296320827626,58.676866608796296,1.0,14,14
2025-11-02,70484.06868444101,44220.84681268467,70478.05264277433,44218.274353268,1973.3684304554104,12865.328034582884,57083.602387850886,6.527872916666524,1630.296320827626,1272.5026308564813,58.25693343460648,0.75,14,14
2025-11-03,70762.43344307407,44552.315193704075,70773.41469307407,44557.01077620407,2284.8855201929364,15321.826812611453,59878.83758881553,24.703116666666688,1272.5026308564813,1200.0,65.9661868778935,0.75,14,14
2025-11-04,74217.001068616,46487.33777436111,74214.411068616,46486.23029036111,231.0306774593636,1402.2205623744458,47888.45085273556,2793.2082246301406,1200.0,1265.9814226620365,40.02904467592593,0.75,14,14
2025-11-05,75659.0090565474,47515.98861922018,75649.62447321408,47511.975771386846,0.0,0.0,47511.975771386846,1922.8125707180645,1265.9814226620365,1245.7315080271228,45.620793576388884,0.75,14,14
