date,time_start,price_yuan_per_kwh,forecast_net_kwh,actual_net_kwh,committed_plan_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,emergency_kwh,surplus_kwh
2025-07-24,09:30,0.97,110.44541666666672,-9.515833333333376,0.0,9.515833333333376,0.0,3480.512180555556,3489.076430555556,0.0,0.0
2025-07-24,09:40,0.9422,78.01724583333333,-94.1232,0.0,94.1232,0.0,3489.076430555556,3573.787310555556,0.0,0.0
2025-07-24,09:50,0.9569,35.76531666666665,-147.11006666666663,0.0,147.11006666666663,0.0,3573.787310555556,3706.186370555556,0.0,0.0
2025-07-24,10:00,0.9977,-19.863645833333266,-137.1099999999999,0.0,137.1099999999999,0.0,3706.186370555556,3829.585370555556,0.0,0.0
2025-07-24,10:10,0.9919,-22.39716666666658,-117.71679999999992,0.0,117.71679999999992,0.0,3829.585370555556,3935.530490555556,0.0,0.0
2025-07-24,10:20,0.9588,-31.255743749999937,-89.9990333333335,0.0,89.9990333333335,0.0,3935.530490555556,4016.529620555556,0.0,0.0
2025-07-24,10:30,0.9549,-83.34322916666665,-80.95375000000013,0.0,80.95375000000013,0.0,4016.529620555556,4089.3879955555562,0.0,0.0
2025-07-24,10:40,0.9839,-134.0743729166667,-130.8862499999998,0.0,130.8862499999998,0.0,4089.3879955555562,4207.185620555556,0.0,0.0
2025-07-24,10:50,0.799,-181.72639583333344,-175.34758333333343,0.0,175.34758333333343,0.0,4207.185620555556,4364.998445555556,0.0,0.0
2025-07-24,11:00,0.5025,-197.49348958333317,-182.03375000000005,0.0,182.03375000000005,0.0,4364.998445555556,4528.828820555556,0.0,0.0
2025-07-24,11:10,0.4662,-215.24564166666673,-181.69863333333342,473.79437291666636,655.4930062499998,0.0,4528.828820555556,5118.772526180556,0.0,0.0
2025-07-24,11:20,0.5007,-240.90242291666672,-219.1020500000002,0.0,219.1020500000002,0.0,5118.772526180556,5315.964371180557,0.0,0.0
2025-07-24,11:30,0.4827,-241.06822916666667,-270.7175000000002,242.88221128187425,513.5997112818744,0.0,5315.964371180557,5778.204111334244,0.0,0.0
2025-07-24,11:40,0.4785,-231.4221374999999,-269.5582833333333,389.54100416666654,659.0992874999998,0.0,5778.204111334244,6371.393470084244,0.0,0.0
2025-07-24,11:50,0.4662,-259.42920416666664,-258.2135166666667,458.15703518833845,716.3705518550051,0.0,6371.393470084244,7016.126966753748,0.0,0.0
2025-07-24,12:00,0.4432,-290.98390624999985,-281.2687499999997,384.216354166667,665.4851041666667,0.0,7016.126966753748,7615.063560503748,0.0,0.0
2025-07-24,12:10,0.4411,-267.4769541666666,-327.46386666666695,453.46797500000014,780.9318416666671,0.0,7615.063560503748,8317.902218003748,0.0,0.0
2025-07-24,12:20,0.4551,-273.4972395833333,-275.06395,430.3106604166667,705.3746104166667,0.0,8317.902218003748,8952.739367378748,0.0,0.0
2025-07-24,12:30,0.4463,-256.3719791666667,-161.3387499999999,448.6664583333335,610.0052083333334,0.0,8952.739367378748,9501.744054878749,0.0,0.0
2025-07-24,12:40,0.4113,-227.74177500000005,-138.40848333333315,466.98326666666657,605.3917499999998,0.0,9501.744054878749,10046.596629878748,0.0,0.0
2025-07-24,12:50,0.5682,-209.92296041666665,-80.49678333333327,0.0,80.49678333333327,0.0,10046.596629878748,10119.043734878747,0.0,0.0
2025-07-24,13:00,0.8279,-171.17500000000007,26.69083333333333,0.0,0.0,26.69083333333336,10119.043734878747,10089.387253397266,0.0,0.0
2025-07-24,13:10,0.8636,-130.44688124999996,55.53838333333351,0.0,0.0,55.538383333333485,10089.387253397266,10027.677938582452,0.0,0.0
2025-07-24,13:20,0.8416,-115.12932500000002,42.30611666666664,0.0,0.0,42.30611666666664,10027.677938582452,9980.671142286155,0.0,0.0
2025-07-24,13:30,0.8618,-113.80703124999991,54.94083333333333,0.0,0.0,54.94083333333333,9980.671142286155,9919.625771915786,0.0,0.0
2025-07-24,13:40,0.8623,-71.89012083333327,119.77698333333342,0.0,0.0,119.77698333333345,9919.625771915786,9786.540234878748,0.0,0.0
2025-07-24,13:50,0.9026,-39.63209999999998,146.18165,0.0,0.0,146.18164999999996,9786.540234878748,9624.116179323193,0.0,0.0
2025-07-24,14:00,0.9754,-11.599010416666488,112.40916666666658,0.0,0.0,112.40916666666658,9624.116179323193,9499.21710524912,0.0,0.0
2025-07-24,14:10,1.0002,70.81778958333318,83.14576666666653,0.0,0.0,83.14576666666653,9499.21710524912,9406.832920063935,0.0,0.0
2025-07-24,14:20,0.9978,110.96905208333334,77.09275000000002,0.0,0.0,77.09275000000002,9406.832920063935,9321.174308952823,0.0,0.0
2025-07-24,14:30,1.0271,110.71041666666676,107.36750000000006,0.0,0.0,107.36750000000006,9321.174308952823,9201.877086730601,0.0,0.0
2025-07-24,14:40,1.0906,127.07012499999996,181.6599000000001,0.0,0.0,181.6599000000001,9201.877086730601,9000.032753397267,0.0,0.0
2025-07-24,14:50,0.9376,174.26451249999997,259.1101,0.0,0.0,259.1101,9000.032753397267,8712.132642286157,0.0,0.0
2025-07-24,15:00,0.6694,239.57140625000002,312.05291666666653,296.4396875,0.0,15.613229166666557,8712.132642286157,8694.784609878749,0.0,0.0
2025-07-24,15:10,0.66,267.25654166666664,345.54623333333336,589.2430602085948,243.69682687526142,0.0,8694.784609878749,8914.111754066484,0.0,0.0
2025-07-24,15:20,0.7217,312.5414479166667,391.1518666666668,300.6064395833333,0.0,90.54542708333346,8914.111754066484,8813.50572397389,0.0,0.0
2025-07-24,15:30,0.7308,387.0824479166667,424.155,424.0613541666667,0.0,0.09364583333328369,8813.50572397389,8813.401673047965,0.0,0.0
