policy,date,time_start,price_yuan_per_kwh,initial_plan_kwh,final_contract_kwh,adjustment_fee_yuan,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,actual_net_kwh,emergency_kwh,surplus_kwh
6+12+18,2025-02-18,21:50,0.7764,669.9925916666667,669.9925916666667,0.0,0.0,-0.0,1200.0000000000005,1200.0000000000005,656.221,0.0,13.771591666666723
6+12+18,2025-02-18,22:00,0.4209,538.0458333333331,538.0458333333331,0.0,21.55999999999983,0.0,1200.0000000000005,1219.4040000000002,522.275,5.789166666666688,0.0
6+12+18,2025-02-18,22:10,0.3859,531.7093333333333,531.7093333333333,0.0,25.055799999999977,0.0,1219.4040000000002,1241.9542200000003,542.3567166666667,35.7031833333333,0.0
6+12+18,2025-02-18,22:20,0.4368,543.7289083333334,543.7289083333334,0.0,0.0,0.0,1241.9542200000003,1241.9542200000003,555.9024833333333,12.173574999999914,0.0
6+12+18,2025-02-18,22:30,0.4198,571.6266666666667,571.6266666666667,0.0,10.088333333333367,0.0,1241.9542200000003,1251.0337200000004,509.09833333333336,0.0,52.43999999999994
6+12+18,2025-02-18,22:40,0.4186,580.84565,580.84565,0.0,6.737999999999943,0.0,1251.0337200000004,1257.0979200000004,514.7074833333334,0.0,59.40016666666668
6+12+18,2025-02-18,22:50,0.4241,557.948975,557.948975,0.0,0.0,0.0,1257.0979200000004,1257.0979200000004,546.5074666666667,0.0,11.441508333333331
6+12+18,2025-02-18,23:00,0.4237,561.3041666666666,561.3041666666666,0.0,0.0,8.409166666666692,1257.0979200000004,1247.7544014814819,561.8216666666666,0.0,7.8916666666666515
6+12+18,2025-02-18,23:10,0.4248,573.4647083333333,573.4647083333333,0.0,0.0,7.605858333333231,1247.7544014814819,1239.3034477777783,551.6196833333333,0.0,29.450883333333195
6+12+18,2025-02-18,23:20,0.424,574.1824166666667,574.1824166666667,0.0,0.0,11.621458333333408,1239.3034477777783,1226.3907162962967,556.8880999999999,0.0,28.915775000000167
6+12+18,2025-02-18,23:30,0.422,568.2483333333333,568.2483333333333,0.0,0.0,0.0,1226.3907162962967,1226.3907162962967,573.1116666666667,4.863333333333344,0.0
6+12+18,2025-02-18,23:40,0.424,583.076325,583.076325,0.0,0.0,7.0579749999998285,1226.3907162962967,1218.5485218518525,557.2479999999999,0.0,32.88629999999989
6+12+18,2025-02-18,23:50,0.4271,579.2553416666666,579.2553416666666,0.0,0.0,0.0,1218.5485218518525,1218.5485218518525,541.7670499999999,0.0,37.48829166666667
6+12+18,2025-02-19,00:00,0.4276,555.5391666666667,555.5391666666667,0.0,-0.0,0.0,1218.5485218518525,1218.5485218518525,544.48,0.0,11.05916666666667
6+12+18,2025-02-19,00:10,0.4248,1410.2811083333331,1410.2811083333331,0.0,833.3333333333333,0.0,1218.5485218518525,1968.5485218518525,550.6502166666667,0.0,26.2975583333332
6+12+18,2025-02-19,00:20,0.4245,1428.4118166666667,1428.4118166666667,0.0,833.3333333333333,0.0,1968.5485218518525,2718.5485218518525,552.2276833333333,0.0,42.85080000000016
6+12+18,2025-02-19,00:30,0.4269,1427.6708333333331,1427.6708333333331,0.0,833.3333333333333,0.0,2718.5485218518525,3468.5485218518525,547.5433333333333,0.0,46.79416666666657
6+12+18,2025-02-19,00:40,0.4272,1397.1634999999999,1397.1634999999999,0.0,833.3333333333333,0.0,3468.5485218518525,4218.5485218518525,545.3078666666667,0.0,18.522299999999973
6+12+18,2025-02-19,00:50,0.4271,1420.2316749999998,1420.2316749999998,0.0,833.3333333333333,0.0,4218.5485218518525,4968.5485218518525,575.8053833333333,0.0,11.092958333333172
6+12+18,2025-02-19,01:00,0.4285,1440.6749999999997,1440.6749999999997,0.0,833.3333333333333,0.0,4968.5485218518525,5718.5485218518525,615.2616666666667,7.9200000000001864,0.0
6+12+18,2025-02-19,01:10,0.4311,1255.276347942386,1255.276347942386,0.0,646.0571979423861,0.0,5718.5485218518525,6300.0,608.5961333333332,0.0,0.6230166666667856
6+12+18,2025-02-19,01:20,0.4302,1437.4913333333334,1437.4913333333334,0.0,833.3333333333333,0.0,6300.0,7050.0,609.5935666666667,5.435566666666546,0.0
6+12+18,2025-02-19,01:30,0.4279,1423.4775,1423.4775,0.0,833.3333333333333,0.0,7050.0,7800.0,619.7216666666666,29.577499999999873,0.0
6+12+18,2025-02-19,01:40,0.4312,608.685975,608.685975,0.0,0.0,0.0,7800.0,7800.0,592.5225666666666,0.0,16.163408333333336
6+12+18,2025-02-19,01:50,0.4333,613.5093250000001,613.5093250000001,0.0,0.0,0.0,7800.0,7800.0,605.2592833333333,0.0,8.250041666666789
6+12+18,2025-02-19,02:00,0.4311,1422.0941666666665,1422.0941666666665,0.0,833.3333333333333,0.0,7800.0,8550.0,645.9383333333333,57.17750000000001,0.0
6+12+18,2025-02-19,02:10,0.4293,1444.0761416666664,1444.0761416666664,0.0,833.3333333333333,0.0,8550.0,9300.0,623.9174666666667,13.174658333333468,0.0
6+12+18,2025-02-19,02:20,0.4324,636.7505583333334,636.7505583333334,0.0,0.0,0.0,9300.0,9300.0,613.8918166666666,0.0,22.858741666666788
6+12+18,2025-02-19,02:30,0.4367,653.4025,653.4025,0.0,0.0,0.0,9300.0,9300.0,634.5133333333333,0.0,18.88916666666671
6+12+18,2025-02-19,02:40,0.4348,630.0258083333333,630.0258083333333,0.0,0.0,0.0,9300.0,9300.0,631.59305,1.5672416666666322,0.0
6+12+18,2025-02-19,02:50,0.4335,627.7860999999999,627.7860999999999,0.0,0.0,0.0,9300.0,9300.0,650.4518499999999,22.665750000000003,0.0
6+12+18,2025-02-19,03:00,0.4357,632.365,632.365,0.0,0.0,0.0,9300.0,9300.0,672.3216666666666,39.95666666666659,0.0
6+12+18,2025-02-19,03:10,0.4374,621.805975,621.805975,0.0,0.0,0.0,9300.0,9300.0,631.1507833333333,9.344808333333276,0.0
6+12+18,2025-02-19,03:20,0.4371,630.082825,630.082825,0.0,0.0,0.0,9300.0,9300.0,626.0387499999999,0.0,4.044075000000021
6+12+18,2025-02-19,03:30,0.4356,652.4316666666666,652.4316666666666,0.0,0.0,0.0,9300.0,9300.0,663.7216666666666,11.289999999999964,0.0
6+12+18,2025-02-19,03:40,0.4353,644.7172666666668,644.7172666666668,0.0,0.0,0.0,9300.0,9300.0,649.5567666666666,4.839499999999816,0.0
6+12+18,2025-02-19,03:50,0.436,635.1665999999999,635.1665999999999,0.0,0.0,0.0,9300.0,9300.0,620.8420833333332,0.0,14.324516666666682
6+12+18,2025-02-19,04:00,0.4378,670.6066666666668,670.6066666666668,0.0,0.0,0.0,9300.0,9300.0,624.1516666666666,0.0,46.455000000000155
6+12+18,2025-02-19,04:10,0.4401,680.1755666666666,680.1755666666666,0.0,0.0,0.0,9300.0,9300.0,660.1163166666666,0.0,20.059249999999906
6+12+18,2025-02-19,04:20,0.4389,685.5837249999998,685.5837249999998,0.0,0.0,0.0,9300.0,9300.0,651.5135666666666,0.0,34.07015833333321
6+12+18,2025-02-19,04:30,0.4364,672.0308333333334,672.0308333333334,0.0,0.0,0.0,9300.0,9300.0,619.4183333333333,0.0,52.61250000000007
6+12+18,2025-02-19,04:40,0.4393,689.5068416666667,689.5068416666667,0.0,0.0,0.0,9300.0,9300.0,659.8709833333334,0.0,29.635858333333317
6+12+18,2025-02-19,04:50,0.4422,693.5101166666667,693.5101166666667,0.0,0.0,0.0,9300.0,9300.0,701.7929166666665,8.282799999999838,0.0
6+12+18,2025-02-19,05:00,0.4395,664.1833333333333,664.1833333333333,0.0,0.0,0.0,9300.0,9300.0,698.1883333333333,34.004999999999995,0.0
6+12+18,2025-02-19,05:10,0.4333,651.8099916666665,651.8099916666665,0.0,0.0,0.0,9300.0,9300.0,674.2257333333332,22.41574166666669,0.0
6+12+18,2025-02-19,05:20,0.4439,658.7122583333332,658.7122583333332,0.0,0.0,0.0,9300.0,9300.0,671.8712666666667,13.159008333333418,0.0
6+12+18,2025-02-19,05:30,0.4301,1514.998333333333,1514.998333333333,0.0,833.3333333333333,0.0,9300.0,10050.0,662.085,0.0,19.5799999999997
6+12+18,2025-02-19,05:40,0.3713,1509.405325,1509.405325,0.0,833.3333333333333,0.0,10050.0,10800.0,603.1061333333332,0.0,72.96585833333347
6+12+18,2025-02-19,05:50,0.5708,743.0226166666664,743.0226166666664,0.0,0.0,-0.0,10800.0,10800.0,687.1276833333333,0.0,55.89493333333314
6+12+18,2025-02-19,06:00,0.9099,26.415000000000077,26.415000000000077,0.0,0.0,833.3333333333333,10800.0,9874.074074074075,860.3333333333333,0.5849999999999227,0.0
6+12+18,2025-02-19,06:10,0.9368,27.901338888888745,28.367041666666523,0.6544055433333343,0.0,833.3333333333333,9874.074074074075,8948.14814814815,868.7333833333332,7.033008333333441,0.0
6+12+18,2025-02-19,06:20,0.8758,328.6271388888865,328.6271388888865,0.0,0.0,522.8749333333359,8948.14814814815,8367.176,874.073,22.57092777777757,0.0
6+12+18,2025-02-19,06:30,0.8759,5.742025000000012,5.742025000000012,0.0,0.0,833.3333333333333,8367.176,7441.250074074073,911.2995833333332,72.22422499999993,0.0
6+12+18,2025-02-19,06:40,0.8601,843.1004333333335,843.1004333333335,0.0,0.0,1.724327777777603,7441.250074074073,7439.334154320987,828.28415,0.0,16.54061111111116
6+12+18,2025-02-19,06:50,0.8442,806.0801250000001,806.0801250000001,0.0,0.0,0.0,7439.334154320987,7439.334154320987,770.2275833333333,0.0,35.85254166666675
6+12+18,2025-02-19,07:00,0.8334,755.1465333333333,755.1465333333333,0.0,0.0,0.41955000000007203,7439.334154320987,7438.86798765432,766.13625,10.570166666666637,0.0
6+12+18,2025-02-19,07:10,0.8092,693.6696583333332,693.6696583333332,0.0,0.0,2.2754027777776855,7438.86798765432,7436.3397623456785,701.8485833333334,5.9035222222224775,0.0
6+12+18,2025-02-19,07:20,0.7972,689.9109694444446,689.9109694444446,0.0,15.982266666666874,0.0,7436.3397623456785,7450.723802345678,637.8093333333333,0.0,36.11936944444449
6+12+18,2025-02-19,07:30,0.7644,611.5578666666665,611.5578666666665,0.0,3.090449999999919,0.0,7450.723802345678,7453.505207345678,579.3695833333334,0.0,29.097833333333256
6+12+18,2025-02-19,07:40,0.6899,1345.1708805555554,1345.1708805555554,0.0,833.3333333333333,0.0,7453.505207345678,8203.505207345679,489.5788166666666,0.0,22.25873055555553
6+12+18,2025-02-19,07:50,0.86,551.0149527777776,551.0149527777776,0.0,5.128658333333306,0.0,8203.505207345679,8208.12099984568,552.0633,6.177005555555752,0.0
6+12+18,2025-02-19,08:00,1.1617,0.0,0.0,0.0,0.0,704.6659166666668,8208.12099984568,7425.15887021605,700.5329166666667,0.0,4.133000000000152
6+12+18,2025-02-19,08:10,1.1683,0.0,0.0,0.0,0.0,692.052461111111,7425.15887021605,6656.2116912037045,667.0238666666667,0.0,25.028594444444366
