policy,date,settlement_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
none,2025-05-02,14654.350926957668,1570.3960611111117,7261.972237179169,21916.323164136837,1200.0000000000002,1200.000000000003
none,2025-05-03,13978.534187273413,1616.2022305555554,8128.304704219443,22106.83889149286,1200.000000000003,1200.000000000001
none,2025-05-04,38041.302213894145,1553.0285416666673,7313.3049049611145,45354.60711885526,1200.000000000001,1200.0000000000011
none,2025-05-05,40164.81268389466,1071.1985499999994,4214.75146162083,44379.56414551549,1200.0000000000011,1200.0
none,2025-05-06,34903.752806663964,2550.7493138888876,11445.554466245827,46349.30727290979,1200.0,1200.000000000001
none,2025-05-07,37374.36980835176,1252.7900888888882,5199.61984071944,42573.9896490712,1200.000000000001,1200.0000000000018
none,2025-05-08,40368.97478792026,945.0140305555574,4318.015713988895,44686.99050190916,1200.0000000000018,1200.0000000000018
none,2025-05-09,15365.678514471765,499.3510916666664,2159.313253029165,17524.99176750093,1200.0000000000018,1200.0
none,2025-05-10,15370.692004117074,775.8614027777778,3170.922839538889,18541.614843655963,1200.0,1199.999999999999
none,2025-05-11,39164.30435318596,740.948483333334,3424.31399329306,42588.618346479016,1199.999999999999,1200.0
none,2025-05-12,35850.18772465529,1424.9101916666668,5733.478839422222,41583.66656407751,1200.0,1200.0000000000007
none,2025-05-13,40505.72720791,421.7817166666671,1754.1357445777785,42259.862952487776,1200.0000000000007,1200.0000000000002
none,2025-05-14,40575.08180936918,288.7276611111116,812.9550084000014,41388.03681776918,1200.0000000000002,1200.000000000004
none,2025-05-15,41143.25237268437,550.7983138888881,1605.4448589722185,42748.69723165659,1200.000000000004,1200.0000000000002
none,2025-05-16,16921.838469862105,229.29430555555544,834.1997022875,17756.038172149605,1200.0000000000002,1199.9999999999964
none,2025-05-17,16511.183854042232,199.3942944444445,593.1150209347231,17104.298874976954,1199.9999999999964,1200.0000000000023
none,2025-05-18,42292.57482281373,194.00216666666614,504.808425616666,42797.3832484304,1200.0000000000023,1200.0000000000002
none,2025-05-19,38844.61220272085,119.49481666666702,604.5997145416684,39449.21191726252,1200.0000000000002,1200.0000000000011
none,2025-05-20,38546.1700894563,1778.370802777779,6946.896377954171,45493.06646741047,1200.0000000000011,1200.000000000003
none,2025-05-21,36730.995741609004,1070.582555555557,3759.9836284847242,40490.97937009373,1200.000000000003,1200.000000000002
none,2025-05-22,38903.917336126986,1211.8037361111108,3100.5565779944427,42004.47391412143,1200.000000000002,1200.000000000002
none,2025-05-23,16264.211714944906,129.06969999999995,288.3499016749999,16552.561616619907,1200.000000000002,1200.000000000003
none,2025-05-24,16839.68858047078,271.72982499999995,1046.1757206083334,17885.864301079117,1200.000000000003,1200.0000000000018
none,2025-05-25,39165.400599139575,51.47530833333383,188.18326177500182,39353.58386091458,1200.0000000000018,1200.0000000000002
none,2025-05-26,38089.73898606685,1641.624919444445,5428.933479058334,43518.672465125186,1200.0000000000002,1200.0
none,2025-05-27,36179.06345488,948.0350305555548,4010.063195744441,40189.12665062444,1200.0,1200.000000000002
none,2025-05-28,40070.08359136472,214.94045833333303,768.3194427666655,40838.403034131385,1200.000000000002,1200.0000000000002
none,2025-05-29,39902.71133722126,630.3838472222221,2501.174283080556,42403.88562030182,1200.0000000000002,1200.0000000000039
none,2025-05-30,16165.35604046435,228.31924166666693,802.2133655305571,16967.56940599491,1200.0000000000039,1200.000000000001
none,2025-05-31,17847.948662406983,188.1153361111114,510.21720428055653,18358.16586668754,1200.000000000001,1200.0000000000034
none,2025-06-01,49545.14044198663,3072.4978250000004,11158.081592244445,60703.222034231076,1200.0000000000034,1200.000000000002
none,2025-06-02,50349.579162947455,3629.450441666666,13517.770477352775,63867.34964030023,1200.000000000002,1200.0000000000023
none,2025-06-03,46514.99804506234,3600.0678222222223,13977.543874508336,60492.54191957068,1200.0000000000023,1200.0000000000002
none,2025-06-04,54081.69984129854,2825.7960500000004,9517.159306118057,63598.8591474166,1200.0000000000002,1200.0000000000002
none,2025-06-05,46367.67722451665,3844.0465083333333,16153.393903825,62521.071128341646,1200.0000000000002,1200.0000000000002
none,2025-06-06,21315.29914575499,1334.6047444444432,4645.705040949997,25961.004186704988,1200.0000000000002,1200.000000000001
none,2025-06-07,23326.026703280048,508.0531999999992,1974.5731725833311,25300.59987586338,1200.000000000001,1200.0
none,2025-06-08,46965.27543048159,1750.5374999999995,7353.915856572219,54319.19128705381,1200.0,1200.0000000000002
none,2025-06-09,52631.74390393306,679.0211638888891,2292.8346231013898,54924.57852703445,1200.0000000000002,1200.0000000000002
none,2025-06-10,48845.14210194763,1694.6881897499998,6222.21627462361,55067.35837657124,1200.0000000000002,1200.0000000000002
none,2025-06-11,52898.11843827713,3748.6947222222216,14625.454104993052,67523.57254327019,1200.0000000000002,1200.0000000000002
none,2025-06-12,51472.396996782816,987.9624805555547,3638.602514840273,55110.999511623086,1200.0000000000002,1200.0000000000002
none,2025-06-13,21576.091320228177,512.2272305555549,1907.1246166152769,23483.215936843455,1200.0000000000002,1200.000000000002
none,2025-06-14,22147.90813874573,187.65715000000046,728.8778924208345,22876.786031166564,1200.000000000002,1200.000000000001
none,2025-06-15,50872.08290136744,2186.439066666665,7428.114983730549,58300.19788509799,1200.000000000001,1200.0000000000002
none,2025-06-16,52899.23438781711,1530.0867250000008,6154.6509805500045,59053.88536836711,1200.0000000000002,1200.0000000000002
none,2025-06-17,54420.534501637114,927.3678388888885,4126.228727529165,58546.76322916628,1200.0000000000002,1200.0000000000039
none,2025-06-18,53636.181270567125,292.6727416666665,1233.512844665277,54869.6941152324,1200.0000000000039,1200.0000000000002
none,2025-06-19,50647.93447199032,1436.960186111111,6206.801738245831,56854.73621023615,1200.0000000000002,1200.000000000002
none,2025-06-20,22057.65396219671,122.95649999999983,264.1997461416663,22321.853708338374,1200.000000000002,1200.0000000000005
none,2025-06-21,21443.85346704074,135.77804166666635,396.89674338333174,21840.75021042407,1200.0000000000005,1200.0000000000018
none,2025-06-22,49437.28064722984,1107.4508055555557,4667.696218309724,54104.97686553956,1200.0000000000018,1200.0000000000002
none,2025-06-23,51076.01991543858,793.3185499999998,2248.2835173444437,53324.303432783025,1200.0000000000002,1200.0000000000002
none,2025-06-24,58201.10917001694,213.47273888888887,767.4978712347211,58968.607041251664,1200.0000000000002,1200.0000000000002
none,2025-06-25,53243.193086420455,943.6850333333331,4452.175605491666,57695.368691912125,1200.0000000000002,1200.0000000000002
none,2025-06-26,51627.08065073921,1211.5182611111109,4625.093566363887,56252.1742171031,1200.0000000000002,1200.0000000000002
none,2025-06-27,24117.09006600173,53.28659722222227,120.622073751389,24237.71213975312,1200.0000000000002,1200.000000000001
none,2025-06-28,20740.486476697148,278.37086944444457,952.4857619305565,21692.972238627703,1200.000000000001,1199.9999999999998
none,2025-06-29,46863.003775249206,2330.7210138888886,9061.559881154164,55924.56365640337,1199.9999999999998,1200.000000000002
