policy,date,plan_cost_yuan,adjustment_fee_yuan,settlement_cost_yuan,emergency_kwh,emergency_cost_yuan,total_cost_yuan,soc_start_kwh,soc_end_kwh
6+12+18,2025-02-18,47455.28733235849,1624.5755803664224,49089.772899058255,1001.0284638888876,3989.23396865277,53079.006867711025,1200.0000000000005,1218.5485218518525
6+12+18,2025-02-19,47752.19102059532,937.3943961464861,48691.66711607513,1304.0918793727706,4576.883110685152,53268.55022676028,1218.5485218518525,1209.3882052777776
6+12+18,2025-02-20,50145.18144709016,1513.5299688311682,51721.980893588,405.35380555555616,1591.0798981083356,53313.060791696334,1209.3882052777776,1200.0000000000002
6+12+18,2025-02-21,18292.43364546864,83.53822775995661,18374.457456561933,711.3001968611106,2590.4261228691084,20964.883579431043,1200.0000000000002,1204.7731481481494
6+12+18,2025-02-22,18356.920730683145,350.81234167601247,18646.28552702583,847.1990154321011,3018.3923655554163,21664.677892581247,1204.7731481481494,1208.6601851851858
6+12+18,2025-02-23,49280.09552597662,384.75006777007764,49651.60781041337,953.9838626111134,3482.506174403563,53134.11398481693,1208.6601851851858,1204.35453
6+12+18,2025-02-24,47712.54470317674,1202.524187690121,48912.76448320019,452.62951111111283,1966.8581216722305,50879.62260487242,1204.35453,1199.9999999999995
6+12+18,2025-02-25,49015.79303539728,317.5125581800778,49348.52102691068,659.4307527777779,2292.173691816667,51640.69471872735,1199.9999999999995,1205.3107499999999
6+12+18,2025-02-26,44749.108308777446,1683.4366379194869,46428.23723303027,904.2369155277754,3550.7487101819343,49978.9859432122,1205.3107499999999,1200.000000000001
6+12+18,2025-02-27,45821.428401341844,597.8451954074926,46484.045019416,449.59671666666634,2029.8358358763878,48513.88085529239,1200.000000000001,1200.0000000000002
6+12+18,2025-02-28,18179.96430415305,134.47249953208302,18309.831551685136,334.83585579561134,1201.2808397414829,19511.11239142662,1200.0000000000002,1200.0
6+12+18,2025-03-01,20539.59997618799,0.0,20478.40079518799,127.79922222222189,527.1669019541664,21005.567697142156,1200.0,1200.0
6+12+18,2025-03-02,52186.80545220759,674.3022259741674,52855.73809118176,239.31002777777724,1166.5880998124976,54022.32619099426,1200.0,1200.489961296296
6+12+18,2025-03-03,53697.19804871552,1000.2002024183341,54693.574081800514,270.21642561728356,1177.6039790686723,55871.178060869184,1200.489961296296,1200.0
6+12+18,2025-03-04,47575.458274048186,650.8502552985559,48242.8295680134,643.7125611796962,2226.458022531424,50469.28759054483,1200.0,1200.0000000000014
6+12+18,2025-03-05,50271.215059594455,37.26820822749973,50300.80428448862,123.80482222222248,514.0197294750004,50814.824013963625,1200.0000000000014,1202.2068525000018
6+12+18,2025-03-06,46736.98218463658,0.0,46798.17495163659,169.85358055555503,620.7030952277764,47418.87804686437,1202.2068525000018,1208.7120370370371
6+12+18,2025-03-07,18851.332859414426,0.0,18840.850601747756,230.9095194444453,687.771158094447,19528.6217598422,1208.7120370370371,1200.0000000000002
6+12+18,2025-03-08,17497.140137025926,0.0,17444.303030359257,127.08629508333337,351.2962058468334,17795.59923620609,1200.0000000000002,1200.000000000001
6+12+18,2025-03-09,48535.8186707932,856.9195456499999,49382.62440744322,390.11104444444453,1790.4504612513888,51173.07486869461,1200.000000000001,1200.000000000001
6+12+18,2025-03-10,45960.45765987839,0.0,45959.57680387839,675.4132305555551,2822.03477065833,48781.61157453672,1200.000000000001,1200.0000000000005
6+12+18,2025-03-11,41236.7703318203,5599.530268940295,46848.07848642726,723.4650691944432,3127.3836927893162,49975.46217921657,1200.0000000000005,1199.9999999999964
6+12+18,2025-03-12,46813.475942853926,469.46333537296914,47271.584360226894,411.70139722222245,1152.5384877097238,48424.12284793662,1199.9999999999964,1200.0000000000016
6+12+18,2025-03-13,47238.893922418414,1552.5189810254114,48858.708947777166,414.58687877777834,1745.5245306624474,50604.233478439615,1200.0000000000016,1205.0497500000015
6+12+18,2025-03-14,16603.096524882723,705.6684535237498,17303.48055507314,305.3206864444443,1176.319548139165,18479.800103212307,1205.0497500000015,1200.0
6+12+18,2025-03-15,16184.147637696524,870.094166294398,17002.80009865759,575.8148555555565,2263.8042497097267,19266.604348367317,1200.0,1200.0000000000002
6+12+18,2025-03-16,44702.939388303756,585.3175389062839,45278.47415187671,571.8901390946479,2152.571236936202,47431.04538881291,1200.0000000000002,1200.0135000000007
6+12+18,2025-03-17,41114.164216803874,352.9638783924991,41464.915621529704,491.8140777777779,2065.1544307250015,43530.070052254705,1200.0135000000007,1200.0000000000007
6+12+18,2025-03-18,47555.238677601104,451.71835661438485,48019.38309021549,231.34084166666685,730.4461883819466,48749.82927859743,1200.0000000000007,1200.0000000000005
6+12+18,2025-03-19,39558.44253391751,3477.4949250242507,43019.97728894176,949.7002111111095,3150.972426670827,46170.94971561259,1200.0000000000005,1200.8472222222222
6+12+18,2025-03-20,44282.258816679045,53.86766858166777,44406.37225692738,1071.1978231138537,4614.320855460937,49020.69311238832,1200.8472222222222,1199.999999999999
