policy,date,time_start,price_yuan_per_kwh,initial_plan_kwh,final_contract_kwh,adjustment_fee_yuan,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,actual_net_kwh,emergency_kwh,surplus_kwh
6+12+18_frozen0,2025-02-01,03:30,0.4356,528.2216666666666,528.2216666666666,0.0,0.0,0.0,9300.0,9300.0,498.84833333333336,0.0,29.37333333333322
6+12+18_frozen0,2025-02-01,03:40,0.4353,524.7456083333333,524.7456083333333,0.0,0.0,0.0,9300.0,9300.0,518.3097333333333,0.0,6.43587500000001
6+12+18_frozen0,2025-02-01,03:50,0.436,541.5086166666666,541.5086166666666,0.0,0.0,0.0,9300.0,9300.0,509.13346666666666,0.0,32.37514999999996
6+12+18_frozen0,2025-02-01,04:00,0.4378,565.4858333333333,565.4858333333333,0.0,0.0,0.0,9300.0,9300.0,483.6166666666666,0.0,81.86916666666667
6+12+18_frozen0,2025-02-01,04:10,0.4401,549.5443416666666,549.5443416666666,0.0,0.0,0.0,9300.0,9300.0,491.1868,0.0,58.35754166666658
6+12+18_frozen0,2025-02-01,04:20,0.4389,539.2541416666667,539.2541416666667,0.0,0.0,0.0,9300.0,9300.0,504.64528333333334,0.0,34.60885833333333
6+12+18_frozen0,2025-02-01,04:30,0.4364,564.615,564.615,0.0,0.0,0.0,9300.0,9300.0,505.57833333333326,0.0,59.03666666666675
6+12+18_frozen0,2025-02-01,04:40,0.4393,569.5606499999999,569.5606499999999,0.0,0.0,0.0,9300.0,9300.0,503.23096666666663,0.0,66.32968333333326
6+12+18_frozen0,2025-02-01,04:50,0.4422,574.3894999999998,574.3894999999998,0.0,0.0,0.0,9300.0,9300.0,502.84675,0.0,71.54274999999978
6+12+18_frozen0,2025-02-01,05:00,0.4395,552.4199999999998,552.4199999999998,0.0,0.0,0.0,9300.0,9300.0,499.64166666666665,0.0,52.778333333333194
6+12+18_frozen0,2025-02-01,05:10,0.4333,563.812825,563.812825,0.0,0.0,0.0,9300.0,9300.0,488.78358333333335,0.0,75.02924166666662
6+12+18_frozen0,2025-02-01,05:20,0.4439,592.5818916666666,592.5818916666666,0.0,0.0,0.0,9300.0,9300.0,498.51543333333336,0.0,94.06645833333323
6+12+18_frozen0,2025-02-01,05:30,0.4301,1413.6991666666668,1413.6991666666668,0.0,833.3333333333333,0.0,9300.0,10050.0,529.2233333333334,0.0,51.142500000000155
6+12+18_frozen0,2025-02-01,05:40,0.3713,1418.279658333333,1418.279658333333,0.0,833.3333333333333,0.0,10050.0,10800.0,547.4103166666666,0.0,37.53600833333303
6+12+18_frozen0,2025-02-01,05:50,0.5708,579.806425,579.806425,0.0,0.0,-0.0,10800.0,10800.0,531.1811666666666,0.0,48.62525833333336
6+12+18_frozen0,2025-02-01,06:00,0.9099,0.0,0.0,0.0,0.0,564.7958333333332,10800.0,10172.449074074075,510.98333333333335,0.0,53.812499999999886
6+12+18_frozen0,2025-02-01,06:10,0.9368,0.0,0.0,0.0,0.0,567.327111111111,10172.449074074075,9542.085617283952,535.1871833333332,0.0,32.13992777777776
6+12+18_frozen0,2025-02-01,06:20,0.8758,0.0,0.0,0.0,0.0,576.0210722222222,9542.085617283952,8902.062203703705,533.3553333333333,0.0,42.66573888888888
6+12+18_frozen0,2025-02-01,06:30,0.8759,0.0,0.0,0.0,0.0,559.4783166666665,8902.062203703705,8280.41962962963,504.52,0.0,54.95831666666652
